cell_id,barcode,ypos,xpos,cell_size,ChAT,Fru,Gad1,SerT,sNPF,Tbh,TH,VGlut,clone_ID,rowsum
357,0111111111,1033,3355,852,176212,436030,431605,373520,170567,395905,158160,431829,0,1
358,1101111101,1127,3365,1063,207861,552153,474042,470951,204147,528931,199110,719552,15,1
359,0000000000,1856,3368,476,121177,316822,98680,235614,107556,262052,99082,238691,0,1
360,0000000000,1280,3375,1160,231891,585482,424353,541856,234454,542105,219194,696046,0,1
361,0000000000,2073,3373,609,127548,308436,230231,283286,125918,286587,116494,280382,0,1
362,0000000000,1359,3373,608,194598,371714,237987,375686,150191,337900,133236,393706,0,1
363,2222211221,1327,3381,1195,318974,812644,304437,616256,299501,577680,243170,2280030,37,1
364,0000000000,1768,3379,911,219571,539667,200063,467086,216862,475404,199449,1353622,0,1
365,0000000000,1836,3383,780,187117,385229,152632,366771,171083,379495,152286,390214,0,1
366,0000000000,1818,3392,630,152172,327848,132790,323829,148290,333820,133664,533017,0,1
367,0121111000,1797,3402,1383,292196,793242,280799,654931,325633,679281,279353,1580900,0,1
368,1112011001,1869,3394,1063,331187,539508,221280,523210,248654,589706,219340,521181,1,1
369,1111111211,1313,3404,1009,200050,526783,849051,510222,249393,479695,200456,904875,0,1
370,0000000000,1585,3396,896,198484,453859,214181,468117,197354,457308,200903,524445,0,1
371,2222211221,1355,3398,586,140021,309759,148684,623808,169033,294616,118685,1010249,37,1
372,1112011001,2102,3407,1007,253760,431416,194590,407405,202523,450921,164393,393142,1,1
373,1102011001,2128,3405,823,110701,231222,106314,227830,104057,243979,100670,223944,16,1
374,1112011001,2070,3408,1353,381787,754654,268556,613219,306646,642837,260745,594900,1,1
375,0100211200,1419,3420,1752,380246,822566,579677,3717763,408772,868176,368039,883764,0,1
376,1112011001,1978,3416,2013,437763,1066355,1290760,958366,474333,965456,410061,912631,1,1
377,0100211021,1485,3419,1126,236821,639289,897395,647150,269239,542558,234367,743129,20,1
378,0000000000,2025,3420,964,276893,585807,226481,439291,218912,529631,188360,434600,0,1
379,0000000000,1846,3413,413,145842,206669,84646,201456,92430,221481,83828,201606,0,1
380,0102011001,1930,3434,2175,846217,1157753,572737,1069300,513190,1101685,450121,1035237,21,1
381,0000000000,1573,3422,642,140966,319785,161624,313734,146956,315515,175632,1766955,0,1
382,0000000000,1833,3432,1004,240193,489416,200927,473487,233776,483797,200131,620153,0,1
383,0000000000,1459,3438,1473,353186,695260,467333,1325446,345952,694906,295738,799074,0,1
384,1112011001,1870,3434,1326,543731,631752,282369,592930,298981,615292,249010,614961,1,1
385,0200011101,1532,3425,583,132394,302781,136709,290880,134582,303751,147250,1022700,0,1
386,1112011001,2057,3435,856,273844,512820,160473,388579,198955,456915,162694,384512,1,1
387,0000000000,2109,3440,958,129536,271872,121764,265614,119463,270073,114839,263091,0,1
388,2220212121,1506,3448,1381,304396,750492,313775,708199,310162,650106,287568,2123580,36,1
389,0000000000,1593,3446,903,189518,443154,272867,432562,206671,445007,202549,2655674,0,1
390,2220212121,1551,3442,679,159812,316515,138175,329071,151156,374166,144382,510387,36,1
391,2022111201,1346,3446,1110,236143,487741,209375,1067111,253532,524186,209027,498542,0,1
392,0110011001,1622,3448,685,152685,384827,346834,339208,160012,357604,150929,407761,0,1
393,0102011001,2029,3455,1229,453662,796702,253921,608219,292254,706125,255282,591227,21,1
394,2100001000,1890,3466,1089,314322,486198,821894,483191,266817,583928,213486,489106,9,1
395,1112011001,1982,3467,1799,781591,939177,375762,836453,428716,882557,360504,816771,1,1
396,2120012100,1824,3469,981,231053,470586,360842,464063,230851,539746,199317,682822,0,1
397,0000000000,1853,3470,1051,240461,453712,200384,460005,223985,455999,196773,486927,0,1
398,1112011001,2067,3465,896,250399,517229,151549,377660,190727,406233,150747,365635,1,1
399,0000000000,1539,3455,147,31672,63582,26343,63626,26908,66396,25755,76539,0,1
400,0000000000,1583,3463,426,84018,209966,86147,206775,93862,220516,110955,961865,0,1
401,1101111100,1380,3474,1362,315552,600036,370161,2884303,315667,649537,266663,638705,7,1
402,0000000000,1525,3472,601,100213,240181,96525,243663,97322,232838,93030,447734,0,1
403,0000000000,1554,3466,547,88975,198825,87790,208366,84676,206486,85836,232596,0,1
404,0000000000,1473,3473,774,188188,380202,367843,469824,184618,384856,163571,867967,0,1
405,0000000000,1428,3472,535,105832,270938,308141,849960,128173,282466,104560,695930,0,1
406,0111112000,1618,3483,1370,307242,791681,718420,680474,311891,739105,287163,1138999,0,1
407,0000000000,2084,3478,396,53880,108293,48475,106503,48642,107338,47074,105842,0,1
408,2120211211,1457,3486,612,135112,303697,443788,446677,156626,294701,122469,569933,0,1
409,0121011200,1793,3492,1587,356973,885624,348247,785901,376254,817574,334702,2545503,0,1
410,2220212101,1498,3485,674,148715,288996,120184,316513,137409,315781,118109,1203180,0,1
411,1102011001,2036,3488,960,295795,475486,178330,413342,214264,419721,171779,394964,16,1
412,0000000000,1954,3494,859,225432,417816,188823,372125,195030,392722,156186,366782,0,1
413,2101022000,1871,3491,530,165766,249983,105542,240742,122695,262924,100040,246644,34,1
414,1111111111,1436,3499,1062,228231,575222,550881,819962,264209,519106,207745,2772114,3,1
415,2101002000,1915,3495,1029,230802,443016,635918,452556,252716,471550,195586,458439,0,1
416,2110112201,2007,3498,732,204813,343025,220239,318605,217277,361799,142144,317194,0,1
417,0000000000,2064,3499,680,98402,196233,84545,188270,87280,188822,82223,185822,0,1
