cell_id,barcode,ypos,xpos,cell_size,ChAT,Fru,Gad1,SerT,sNPF,Tbh,TH,VGlut,clone_ID,rowsum
171,2110212021,1472,938,642,373507,126716,186135,130075,658159,176054,221132,121612,2,1
172,2110212021,1369,950,1088,906043,260799,345528,229193,1506575,305996,449673,220752,2,1
173,2110212021,1415,950,945,740755,234886,292759,197914,1220512,201491,351070,189624,2,1
174,2110212021,1326,966,1117,730865,275428,354365,251042,1380812,254669,448806,226675,2,1
175,2110212021,1463,966,801,764061,199579,267451,160950,917891,180625,316014,156269,2,1
176,2100212021,1429,977,1024,848734,229530,331198,230869,1307787,252005,420248,205509,6,1
177,2110212021,1394,982,1037,868724,311777,335734,230578,1402221,249360,419297,208730,2,1
178,0000000000,1515,984,708,320541,133780,270773,140293,559679,163158,252878,137685,0,1
179,0000000000,1543,992,800,202145,150143,205950,143437,595543,154040,459023,145262,0,1
180,0000000000,1476,993,590,392703,154050,353207,124505,605530,137715,229227,117083,0,1
181,1111111111,1211,1001,1596,1067315,458880,518928,338395,2069708,368375,641709,316759,3,1
182,0000000000,1285,1003,1127,666763,345898,378973,245602,1347835,249418,455014,231893,0,1
183,0000000000,1444,996,385,308627,88780,114224,78552,463901,99748,146250,76116,0,1
184,0000000000,832,1011,1232,251881,194484,256445,198283,449046,197402,270063,195938,0,1
185,2110212021,1320,1009,1172,664338,265338,388942,252926,1510163,262314,474673,242905,2,1
186,2110212021,1364,1017,873,592737,234714,283867,179502,840079,195118,324503,172420,2,1
187,0000000000,1491,1010,528,170011,119605,734379,109146,631948,128512,187705,100131,0,1
188,2110211020,1418,1020,707,648072,211160,237360,156937,957610,162891,279894,142462,0,1
189,2110212021,1450,1037,1258,1124686,349831,407392,270499,1608505,290434,510230,245923,2,1
190,2110212021,1478,1041,741,642872,190022,259899,155167,905016,174700,289307,146880,2,1
