489.41,2.8763
26.528,291.47
39.047,145.04
38.691,1102.3
48.534,249.81
73.599,1127.7
79.951,213.9
90.027,1122.3
93.166,1161.9
103.82,1098.6
145.51,1136.8
157.27,1161.7
167.8,1193.6
206.88,1120.7
215.25,1163.6
214.17,1189
242.05,1092.5
254.87,1181.7
258.78,1150.1
263.34,1087.2
271.83,1108.3
285.01,1165.5
283.84,1187.1
308.82,1088
317.01,1110.3
318.55,1133.2
325.6,1291.8
341.49,1197.2
335.48,1229.3
348.36,1121.6
350.19,1055.7
345.25,1072.7
352.02,1217.4
350.36,1102.5
359.25,1150.1
364.08,1081.1
360.19,1255.3
372.49,1238
377.16,1271.4
378.11,1214.7
388.17,1034.3
389.04,1087.3
389,349.73
392.55,1132.7
398.87,1156.3
397.72,1245.2
395.51,1287.2
397.17,1207.3
408.23,1016.9
410.07,1271.2
411.3,1376.1
416.66,1321.2
412.39,1303
415.53,1055.8
417.68,1034.6
415.78,1346.7
415.79,1219.8
422.91,1255
425.47,1193.9
429.77,1161.2
440.59,1366.3
437.32,1415.2
449.52,1211.8
446.74,1027.5
450.02,1134.8
448.85,1181.4
447.08,1259.2
451.09,1325.1
457.17,1096.1
454.94,1395
462.96,1359.9
463.25,1423.9
465.33,1015.7
469.85,1037
472.2,1307.2
479.8,1194.7
481.24,1120.3
479.23,1378.7
477.82,1471.2
487.84,1145.6
490.19,1394.8
483.9,1446.8
492.36,1025.5
491.34,1411.4
496.17,1431.5
493.39,1498.1
502.17,1470.8
516.94,1298.2
516.96,1400.7
514.52,1515.5
519.15,1451.3
516.34,1493.7
522,1425.9
530.71,1467.6
548.52,1143.6
542.84,1496.7
542.89,1476.4
546.07,1384
545.09,1436.7
546.12,1323.4
548.48,1346
552.34,1521.5
556.11,1552
558.71,1452.3
564.69,1086.7
564.83,1481
563.51,1406.1
572.08,1116.3
568.11,1503.3
575.01,1331.6
574.62,1461.7
577.08,1429
577.38,1537.6
581.66,1059.8
586.71,1394.4
589.1,1471.7
588.24,1512.3
589.83,1489.5
599.58,1039.2
604.1,1441.1
603.08,1375.6
600.17,1415.8
598.82,1537.3
605.36,1349.6
610.71,1464.2
607.22,1498.6
617.02,982.91
614.28,1482.2
611.64,1514.8
616.88,1549.6
620.78,1394.5
620.15,1575.9
624.82,1154.3
620.5,1077.1
618.89,1530.5
620.93,20.826
626.69,1362.7
623.65,1419.9
630.41,959.89
626.43,1496.9
642.82,1451.3
634.49,1054.8
633.56,1474.2
635.78,1517.8
641.93,87.711
639.39,1213.1
644.73,24.144
643.33,1379.7
646.71,1411.4
650.82,1074.3
650.96,1544.1
652.45,1035.7
649.45,1492.6
657.43,1002.9
654.75,1355.7
652,1151.1
654.91,1513.4
660.53,1618.1
669.38,1557.6
665.08,1387.7
669.08,1529.2
675.05,901.95
677.36,1337.9
673.35,1503
673.27,869.28
671.08,1088.9
679.06,1364.3
678.57,1423.9
675.99,978.19
671.91,1405.8
681.76,1030.2
