,cell_id,Barcode,ChAT,fru,Gad1,SerT,sNPF,tbh,Ple,VGlut,x,y,umap_1,umap_2,clust_label,clone_id
471,1433,2212211101,258878,5051,596,469,1148654,523,0,4218,1206.3,1624.6,4.791405999999999,0.21062486,1,18
472,1434,1101111121,134075,1659,64309,23,250162,76,0,46,1203.9,1939.2,1.3064673,3.7446895,1,10
473,1435,22211201,113442,73,699,68,304057,938,0,1367,1200.8,1108.0,1.4500248,4.064432,1,17
479,1455,2212211101,212054,19,0,152,2219582,13927,217,25809,1217.1,1682.4,5.5408797,-2.0122275000000003,1,18
484,1473,2212211101,179609,11835,0,191,370870,226,0,103,1221.5,1568.8,4.420147,3.3016176,1,18
485,1477,1101111121,36229,5904,0,353,289224,115,0,16872,1221.6,1805.6,-1.2248836,6.627306,1,10
491,1499,2212211101,1493,0,0,0,360058,38,0,113540,1230.3,1642.9,-3.8696702000000003,3.4808273,1,18
498,1516,1101111121,18587,111,0,318,400341,2274,0,105,1234.0,1827.0,-1.1795091999999998,6.915331,1,10
499,1520,2212211101,41645,49,0,106,417022,1185,0,41754,1236.3,1756.9,-0.9426814,6.361295,1,18
505,1535,2212211101,1156,21,0,214,383360,305,0,276911,1245.6,1693.3,-4.1125536,1.1460667,1,18
508,1540,2202211201,172849,19142,174,120,317749,21865,0,60499,1247.4,941.65,3.0598958,2.193273,1,14
509,1545,2212211101,78893,1009,0,216,660098,298,0,9844,1249.4,1726.9,1.7011523000000002,6.345292,1,18
513,1553,2212211101,29973,1214,73,385,204534,163,0,12499,1252.2,1616.2,-2.2897117000000002,5.4508195,1,18
524,1593,22211201,178291,594,0,156,250369,257,0,66,1265.0,1076.8,4.628912000000001,3.9541202000000006,1,17
528,1601,2212211101,5082,0,0,145,427155,1063,169,108665,1269.1,1704.3,-3.8650212,3.4718873999999995,2,18
531,1608,2212211101,12870,898,22,136,203893,444,3645,147646,1270.5,1647.3,-4.183218,3.1716056,2,18
535,1618,2212211101,69744,39,0,213,502498,734,0,12615,1276.3,1605.4,0.83108914,5.9241934,1,18
538,1634,2212211101,74390,323,0,131,1083683,61,38,81449,1281.4,1724.1,2.8102899,-0.54340965,2,18
539,1638,2212211101,25886,0,0,41,334080,114,0,153464,1282.3,1688.5,-3.9163508,3.2622595000000003,1,18
540,1641,2212211101,43813,123,0,304,379788,149,63310,2869,1286.2,1635.3,-1.1351626,6.596553,2,18
541,1642,1101111121,6588,460,0,47,238461,50,17034,83406,1279.4,1754.5,-3.9549203,3.5976236000000004,2,10
546,1656,1111201000,42793,1064,2396641,215,763638,8867,937,4299,1289.4,515.78,-8.87283,-4.3750324,3,1
547,1661,2202211201,353266,7346,197,92,448723,3387,24,27138,1292.9,1093.4,5.763031,1.2239116,1,14
549,1667,2001212001,83772,3144,242066,60,584593,14589,0,2251,1294.4,582.28,2.375336,3.0006772999999995,1,12
555,1690,2212211101,78927,5,0,412,1105930,2980,0,2710,1304.9,1592.7,2.7371838,-0.45554690000000003,1,18
557,1693,2212211101,106414,56,0,7150,446992,2350,0,5138,1301.8,1568.5,1.9624199,4.66544,5,18
568,1731,1101111121,24425,7828,0,73,234498,48,0,14,1309.2,1818.3,-1.3365381,6.627161999999999,1,10
573,1746,2202211201,23328,1188,32,0,128712,105,0,26,1312.3,790.88,-2.594257,5.117901,1,14
575,1758,2202211201,333569,9021,590,94,516025,2039,0,458498,1325.8,1068.9,-2.0253544,2.0515783,1,14
577,1762,120001000,114608,394,16444,192,616531,37082,114,33187,1324.3,573.11,3.0974226000000002,2.0527102999999998,1,7
586,1789,2212211101,90292,187,0,353,561775,80,0,127,1330.1,1585.8,1.9437866000000001,5.5265083,1,18
589,1799,1101111121,71317,47,283201,174,276477,1243,0,80,1332.2,1822.7,-2.2293482000000004,5.3977556,-1,10
601,1835,2110212001,147987,125,0,271,596353,802,27,21638,1346.6,1730.2,3.297085,3.3498724,1,11
605,1848,120001000,168016,7,151701,54,520981,17151,0,36108,1351.9,552.56,2.9257473999999997,2.345129,1,7
606,1849,2212211101,81927,62,0,692,679033,8200,0,228789,1350.6,1613.1,-2.663836,2.1755269,1,18
608,1854,2212211101,34218,0,0,52,1159939,231,0,24469,1353.5,1688.0,2.8523228,-0.5855611999999999,1,18
612,1864,2212211101,178683,298,151,2674,564903,3679,128,16750,1356.7,1577.4,3.6109157,3.0863389999999997,1,18
617,1896,2202211201,53122,6554,123,141,219632,8562,3773,93374,1367.5,641.57,-1.8936433999999998,3.862863,1,14
621,1911,2202211201,170308,288,41,101,203582,184,0,306,1370.9,722.89,4.622060299999999,3.9665504,1,14
623,1924,2202211201,156723,18,20,19,322748,561,0,49,1373.7,748.43,3.8701012,3.9801263999999996,1,14
625,1926,2212211101,58053,7241,0,4158,666012,583,0,159,1375.8,1562.6,1.6708584,6.880061,1,18
630,1945,2202211201,154904,15,30,0,212340,1341,0,5704,1382.0,682.35,1.1276173999999999,3.3560746,1,14
633,1952,2212211101,235832,671,0,16144,443016,775,0,33901,1390.4,1494.8,5.5086575,2.8479664000000002,5,18
637,1965,2202211201,203683,11904,0,1329,727642,608,0,9803,1387.0,1129.2,4.0610557,2.192758,1,14
638,1966,2212211101,142635,295,0,15335,399925,1465,0,834,1388.4,1542.9,3.1651453999999997,4.052315,5,18
639,1971,2202211201,314084,108,469,106,477890,48654,37,6495,1390.5,576.4,4.3532205,1.2766157,1,14
642,1985,2212211101,169411,15,51,267371,460186,7306,0,164557,1394.9,1630.3,2.6883075,3.6461184,5,18
646,1996,2202211201,100582,9,189,50,321563,11363,0,9533,1403.5,594.83,1.8593894,3.4419190000000004,1,14
649,2002,2202211201,65826,7,25,98,325782,6462,1657,33866,1401.7,619.75,-1.059559,4.384754,1,14
652,2015,2110212001,75810,9386,697,332,448696,5999,0,332,1402.0,1810.5,1.8755326,5.501862,1,11
655,2023,2212211101,177999,218903,47,18477,576429,1553,0,78095,1409.0,1464.5,6.7561398,-2.8285635,-1,18
656,2025,2202211201,96000,41,43679,0,224579,5931,0,166,1407.0,534.05,0.96327645,3.8885405,1,14
658,2032,2110212001,69575,27,298,104,350982,297,0,4611,1409.5,1752.9,-0.22685835,5.229751599999999,1,11
659,2033,2110212001,162565,23768,242,93,535348,1576,0,634,1410.2,1782.2,3.8048954,2.402284,1,11
662,2049,2212211101,257679,11222,122,75936,440477,7968,13,14420,1419.1,1528.1,5.4501395,2.2357457000000003,5,18
664,2063,2110212001,24998,2652,3875,613,331289,660,0,974,1420.1,1915.8,-1.2489243,6.723301400000001,1,11
666,2067,2110212001,96492,5656,0,36,528398,1460,0,4271,1422.2,1728.0,2.028241,5.585942,1,11
668,2079,2212211101,158183,7769,77,60981,366174,329,282,18984,1426.5,1507.9,3.1859055,3.9175642,2,18
669,2080,2110212001,235702,244,13891,302,262955,230,61,68608,1420.2,1653.4,5.257433,3.4222474000000003,1,11
670,2082,2110212001,56264,508,120,92,649965,5063,0,120,1428.2,1836.6,1.3421353,6.611619500000001,1,11
673,2106,2110111111,155142,11291,19885,192,295641,133,0,12055,1430.7,1953.5,3.4515216,3.980231,1,13
679,2129,2202211201,105454,0,83348,0,171437,572,10,170,1442.4,584.7,0.4746455,3.9529727,1,14
681,2138,2110212001,306083,193,1822,199,641688,63073,0,4903,1450.1,1758.8,4.304871,1.2406471000000001,1,11
683,2146,2110212001,258418,16499,54,64,377987,212,0,169,1450.6,1813.4,5.4859023,1.9704738000000002,1,11
689,2162,2110111111,17307,2542,35225,46,429093,8034,0,91,1444.8,1914.7,-0.7744755999999999,6.855044,1,13
696,2178,2111111111,42349,1255,1085702,304,172863,6552,0,601,1458.5,536.22,-8.332469999999999,-2.486775,-1,5
698,2180,2110212001,76285,115,0,0,218385,77,0,314,1452.8,1830.2,-0.5469684,4.6880665,1,11
701,2187,2212211101,49537,46,131188,37300,198033,381,0,17652,1457.3,1519.2,-2.2629460999999997,5.349993,1,18
702,2188,2202211201,96639,99,409,5194,348704,32118,339,298539,1462.9,682.27,-3.0527108,1.4230766000000001,1,14
704,2195,2110212001,73593,84,74,16459,333240,589,0,30235,1468.1,1606.4,-0.40751752,5.202365400000001,5,11
706,2204,2212211101,78132,1533,2,122,230287,976,0,80,1466.5,1702.2,-0.48221114,4.706736599999999,1,18
707,2206,2202211201,15364,94,131540,98,69305,145,0,91,1460.0,584.58,-2.942468,5.189068,1,14
713,2229,2202211201,112474,6637,19,116,222306,4030,2,28501,1472.5,649.59,1.4704155,4.1175666,1,14
722,2247,2110111111,21279,4981,239,148,231622,419,0,207268,1477.7,1917.4,-3.9293277,2.9892828,1,13
725,2254,2110212001,298657,340,328452,41327,497442,5490,98,486,1487.1,1550.2,5.699835,1.8504161,1,11
726,2255,2110212001,161874,3762,6230,67,430509,23201,0,13633,1485.9,1755.3,3.0200934,2.2245686,1,11
729,2263,2110111111,162958,43,2582,97,346871,7745,385,2568,1485.8,1885.1,4.112665,3.7013566,1,13
730,2264,2202211201,76269,641,0,5763,267370,5134,0,168769,1487.1,695.35,-2.3635123,3.0520031000000003,5,14
733,2269,2110212001,160044,1335,2377509,58979,678145,3087,0,577,1493.8,1518.1,-8.830725,-3.9958062000000005,5,11
734,2271,2212211101,50576,190,0,46,413504,14348,0,1407,1488.0,1717.8,-0.9733275,3.9870474000000002,1,18
736,2279,2110212001,181018,99,364,19488,296186,185,0,200,1495.4,1577.3,4.545411,3.9269442999999997,5,11
738,2292,2110111111,73720,20,82,28,258969,2946,0,6596,1497.6,1911.5,-0.5175914,4.7458835,1,13
740,2303,2202211201,112300,226,110,124,412449,9020,34,255579,1506.0,672.69,-2.4273374,2.6047852000000002,1,14
746,2327,2212211101,115386,17891,0,0,743184,21217,0,361,1514.4,1724.2,3.273431,1.7135688000000002,1,18
752,2343,2110212001,277163,94,800,7397,646397,504,0,206,1524.3,1548.5,5.492177,1.6373036,5,11
755,2359,2212211101,164641,189697,4,583,836861,974,0,353,1531.0,1706.5,6.6495875999999985,-2.7660810000000002,1,18
760,2368,2212211101,62862,22,0,256,613765,534,4705,169222,1537.9,1660.7,-2.7291915,2.3140392000000003,2,18
761,2370,2202211201,66,13443,39,319413,883076,1082,104,326240,1539.4,1099.2,-2.0227928,1.6969737,2,14
763,2373,2212211101,187936,471,25,4228,475271,1845,0,136488,1540.7,1570.3,2.8344355,3.3993955000000002,5,18
767,2382,2212211101,262603,1155,33,25027,494759,5462,9,111416,1548.6,1598.1,5.652581700000001,2.515703,5,18
769,2395,2222211021,109,1631,1093001,691,359166,1923,0,51738,1551.9,319.35,-8.176186,-2.7143407,0,19
772,2402,2222211021,20440,2521,297572,115,457614,903,8,322926,1555.4,348.57,-4.405276000000001,0.911251,0,19
774,2412,2110111111,159908,4,434,105,1064270,193904,9862,64575,1559.0,1752.4,4.1027794,1.0403886,1,13
777,2422,2212211101,118876,9,0,235,373523,1641,0,25523,1562.3,1651.9,1.7658973999999998,4.270278500000001,1,18
779,2426,2110111111,15318,3253,0,0,199619,6941,0,2,1559.5,1998.8,-2.185428,5.5700197,1,13
780,2427,2000001000,78526,0,24,44,276085,88,0,72,1567.2,561.87,-0.43312252,4.703547,1,4
783,2431,2111111111,18990,43,119474,48,312384,1889,499,395722,1562.1,1881.2,-4.2768517,0.80491525,0,5
784,2433,2111111111,18874,493,0,19,880441,6905,0,0,1565.3,1977.8,1.9344432,7.6257515,1,5
787,2444,1111201000,174779,376,84251,51554,500765,2417,0,60754,1572.7,1182.8,3.0715225,3.4116116,5,1
789,2446,2222211021,1688,7,980650,420,306844,7736,590,146164,1573.5,310.07,-7.912644,-2.5815718,0,19
793,2451,2222211021,50823,87,231502,12,451623,2751,34,857397,1579.1,277.72,-3.1191092,-1.1074523,0,19
798,2461,2212211101,109017,121,85,115,354576,2303,0,41583,1582.4,1667.9,1.5636097,4.3824368,1,18
799,2462,1111201000,138318,1308,71782,783,325044,1437,0,41908,1586.6,1205.7,1.8745787,3.9682980000000003,-1,1
801,2467,2110111111,59019,0,0,28,163275,221,0,37,1578.0,2023.7,-1.6477202000000002,4.7582364,1,13
804,2474,2000001000,238982,318,114,18,157876,55,0,119,1587.9,433.8,5.3131294,3.4768807999999995,1,4
805,2482,2110111111,17273,20572,82,272,691359,579365,410037,646246,1594.9,1761.1,4.080418,1.021031,1,13
806,2483,2110111111,36505,2,0,65,119424,47,0,0,1588.6,2038.5,-2.3216547999999997,4.9724927,1,13
807,2485,2222211021,3520,174,29482,5,149555,131,0,259684,1593.2,322.32,-4.663261,1.624722,0,19
810,2495,2222211021,50134,105,62,17,176864,132,0,251757,1599.2,385.16,-4.013345200000001,2.8807042000000003,1,19
813,2500,2222211021,19991,13,110776,40,316138,3815,0,392896,1605.2,261.15,-4.2412577,0.7946978,0,19
814,2502,2212211101,114893,1390,232,1810,716790,25224,51,2182,1605.9,1660.0,3.0632447999999997,2.1016262,1,18
819,2521,2222211021,11361,15467,211745,124,317484,228,0,697622,1620.4,308.79,-3.3460410000000005,-0.7670329,0,19
821,2524,1111201000,56536,1181,0,94,967974,666,0,69,1623.6,1328.0,2.575297,-0.37025866,1,1
823,2528,2110111111,123297,130,20,200,520807,264,0,169,1625.6,1698.3,2.720434,4.272597,1,13
824,2529,2222211021,1184,5251,894811,30,281959,4066,0,21338,1625.2,242.02,-8.193116,-2.5166762,0,19
825,2530,2222211021,11275,4301,200791,72,326378,110,7164,494081,1626.2,382.55,-4.335057,0.35900423,4,19
826,2531,2110111111,483921,4282,340,807,647687,31545,107,197661,1632.5,1505.6,4.7225866,1.0439370000000001,1,13
827,2532,2110111111,139510,1714,506,561,656965,14288,14739,104165,1626.9,1750.7,3.0906404999999997,2.5768877999999997,1,13
832,2542,2222211021,33875,0,35850,105,305446,404,0,558295,1637.5,278.18,-3.8683389999999997,-0.08653561,1,19
833,2543,2222211021,40074,257,34147,0,302287,7432,0,325447,1635.1,336.2,-3.7001467000000003,1.2811056,0,19
836,2546,2110111111,158736,469,2850,742,619103,984,747982,681,1639.6,1721.9,-0.18317391,6.526848,2,13
839,2554,2111111111,122230,4,98305,477,541808,14891,0,759,1643.3,1671.6,2.518398,2.9994973999999996,1,5
841,2560,2222211021,50,789,699669,20,299753,1929,0,235758,1646.3,313.26,-7.6647015,-2.2497702,0,19
842,2561,2222211021,22079,61,647906,11,275545,2521,0,43617,1648.0,222.09,-8.0080185,-1.8388983,0,19
844,2565,2222211021,55885,2954,876,158,277490,7788,18131,384429,1655.9,402.02,-3.6097839999999994,0.9930449,1,19
845,2570,2222211021,89061,418,39,158,318060,4366,0,688319,1663.4,461.56,-3.4318564,-0.3064854,1,19
851,2583,2222211021,47839,1027,81327,76,229599,8,0,208199,1667.8,224.81,-3.982525,2.9692304,1,19
855,2590,2222211021,125389,1559,1373,140,349194,141,207,239791,1680.4,409.94,-2.4445900000000003,2.8339171000000003,2,19
856,2591,2222211021,46124,0,283148,0,292350,541,0,246071,1682.0,240.64,-3.7787523000000003,3.0447562,1,19
859,2598,1111201000,55061,7136,1015784,544,1121556,736,0,2947,1685.9,1843.5,-8.444460000000001,-3.0347815,1,1
862,2608,2110111111,180094,83,5360,203,266935,243078,0,173,1693.2,1627.2,4.110626,1.0167845,1,13
865,2611,2110111111,321,109,241105,338,274672,107,29037,41505,1695.2,1742.4,-2.7952156,5.5024858,4,13
866,2615,2222211021,1231,240,14965,21,218405,1930,0,373950,1703.3,338.28,-4.3049874,0.79957443,0,19
868,2620,2222211021,33224,268,528303,168,253105,92,0,79296,1705.8,253.48,-7.9322232999999995,-1.7494738,1,19
869,2623,2222211021,28388,3948,186231,80,181984,2656,3,379912,1707.6,424.57,-4.393076000000001,0.9449685,0,19
872,2628,2222211021,48049,116,75356,124,216529,8394,3197,453876,1709.9,313.71,-3.8109272000000005,0.8012100000000001,0,19
873,2630,2222211021,42951,3,617614,44,214102,149,0,168080,1709.9,396.23,-7.9217509999999995,-1.8260064999999999,1,19
876,2633,2222211021,57195,82,411383,192,285170,5815,11,173731,1710.5,229.53,-3.102611,3.4155374,0,19
879,2636,2111111111,379858,927,361696,4765,620909,3233,185,894398,1718.5,1680.9,-2.7351158,1.0122745000000002,1,5
880,2641,2110111111,127744,90,139278,1230,217720,252,0,2419,1722.0,1706.6,1.0118234,3.8060138,1,13
882,2646,2222211021,2236,68,2746915,195,380001,6400,49,199426,1733.0,329.6,-8.892491,-4.633705,0,19
884,2659,2222211021,0,7270,1272528,139,273732,331,144,65264,1735.0,397.84,-8.260821,-2.8619394000000002,0,19
885,2660,2222211021,32728,0,235542,39,466863,185,0,752033,1743.2,301.17,-3.330658,-0.8317785,1,19
887,2664,2222211021,322552,10203,116252,83,514652,4319,0,153365,1741.3,209.61,5.3703127,1.6086736000000001,1,19
891,2673,2110111111,345790,1404,51,849,509495,7115,0,5312,1757.2,1598.4,5.703110700000001,1.2289511,1,13
892,2674,2222211021,158,215,1076477,254,363573,5705,0,174031,1755.7,366.3,-7.840049700000001,-2.5914247,0,19
893,2676,2222211021,563,387,935380,313,189845,617,0,7030,1758.2,432.05,-8.283234,-2.4164922000000004,0,19
895,2682,2222211021,285,6568,1546303,1,351128,99,0,14688,1762.6,328.35,-8.775898,-3.640626,0,19
897,2685,2000001000,683942,104829,383495,4541,1051653,18870,95,7745,1769.1,215.83,5.151358,0.24255887,1,4
903,2698,2222211021,142,208,1699310,132,267641,706,13,5621,1782.3,416.25,-8.905014,-3.7995032999999996,0,19
905,2703,2222211021,6297,311,1898702,14,354428,90,343,16823,1788.0,383.9,-8.918699,-3.9238852999999994,4,19
907,2706,2222211021,845,1825,609456,349,185884,11465,0,31820,1793.2,338.67,-8.030961999999999,-1.8644493999999998,0,19
908,2708,2222211021,0,0,647828,0,159403,298,0,200782,1794.0,439.91,-7.7609330000000005,-2.1323724,0,19
913,2724,2222211021,10323,9,33702,15,128278,25,0,206914,1815.5,357.35,-4.4453177,2.5982618,1,19
914,2725,2222211021,55770,61,1582612,86,364357,12749,31,524335,1814.5,408.37,-7.6737646999999996,-2.5701315,0,19
919,2733,2222211021,38011,5527,32312,55,231517,8812,0,203022,1816.0,382.4,-3.477146,2.7279835,0,19
925,2756,1121011201,203875,265,21,423895,275529,1197,0,4111,1843.7,1743.9,2.9537723,3.6328902000000003,5,6
928,2765,1121011201,87972,891,0,20597,134999,14500,0,128,1853.7,1769.6,1.2274443000000002,3.5099485,5,6
930,2775,2000001000,59508,130,39940,56,222404,401,0,37966,1880.3,338.62,-1.9812328999999997,5.1191916,1,4
932,2781,1121011201,65098,73,0,129,361279,66,1883,62692,1877.2,1640.6,-0.9381851000000001,5.9414,2,6
934,2784,2222211021,22559,0,2719,4,228078,90,0,100601,1884.0,363.74,-3.9793453000000003,3.5650752,1,19
937,2793,1121011201,85054,2656,0,983,1388563,504,102,717,1899.9,1646.7,3.7094373999999997,-1.121037,1,6
940,2798,2222211021,7539,5392,926416,76,267357,312,0,374390,1934.8,429.8,-7.650777000000001,-2.3539069,0,19
942,2800,1121011201,151136,10619,1072,301,482908,1274,230,218,1938.9,1626.8,3.422589,3.228056,1,6
944,2803,1121011201,138247,11230,3,177,364664,4252,0,40600,1950.4,1312.8,2.829503,3.7264922,1,6
946,2805,2222211021,206425,5074,1236880,97,379582,53,0,17769,1953.8,510.39,-8.511619,-2.9290304,1,19
948,2807,2222211021,4222,2672,1269169,168,384051,211,0,188588,1963.6,473.79,-7.913702000000001,-2.7077162,0,19
950,2811,2222211021,2737,46,284327,106,167602,186,14866,387558,1962.8,428.58,-4.580925499999999,0.7096495,4,19
952,2816,2222211021,0,2063,1805061,120,290129,539,7,106071,1977.7,447.73,-8.898932,-3.8631407999999996,0,19
962,2841,2222211021,0,6133,80064,111,258133,221,0,688711,2005.2,468.7,-3.428707,-0.7179813,0,19
968,2860,1121011201,132398,54,178,313,190121,327,0,49386,2028.7,1161.3,1.129883,3.6517472,1,6
