cell_id	Barcode	ChAT	fru	Gad1	SerT	sNPF	tbh	Ple	VGlut	x	y	umap_1	umap_2	clust_label
1645	1101111100	36785	1515	0	104	608384	5492	0	163	1281.1	1805.7	1.254146	6.7292695	12
1648	2212211100	22142	313	0	114	288809	144	38249	66102	1284.4	1664.5	-3.8166351	3.9113142	-1
1650	1101111000	29963	39	0	39	348332	58	0	37	1283.8	1867.6	-1.3447777	6.664551	10
1653	1111111000	176062	2743	86	0	262116	4289	4485	0	1283.9	1313.8	4.518214	3.9118433	4
1656	1111201000	42793	1064	2396641	215	763638	8867	937	4299	1289.4	515.78	-8.87283	-4.3750324	8
1661	2202211201	353266	7346	197	92	448723	3387	24	27138	1292.9	1093.4	5.763031	1.2239116	4
1663	1110001000	5915	192	719094	149	462022	332	116	200074	1289.1	465.94	-7.7433987	-2.35142	8
1667	2001212001	83772	3144	242066	60	584593	14589	0	2251	1294.4	582.28	2.375336	3.0006773	5
1668	1110111000	23571	720	0	326	224170	29	0	159783	1286.0	1171.8	-4.160184	3.1272562	2
1669	1101111120	210804	861	17	268	432580	5144	83	7	1293.6	1909.7	5.3716917	2.8874555	4
1671	1111101010	23074	58	174865	76414	227799	538	0	296819	1293.3	1521.0	-4.5599723	1.534028	0
1678	1111111111	17513	2006	619	0	299329	24	0	456601	1299.5	370.82	-4.071988	0.18143712	0
1680	1101111101	52876	36	0	35	297985	12392	0	3494	1296.2	1797.2	-1.0505116	4.0340533	3
1690	2212211101	78927	5	0	412	1105930	2980	0	2710	1304.9	1592.7	2.7371838	-0.4555469	13
1692	1111111111	80581	795	86	638	413978	244	211	77141	1302.3	1196.0	-0.79446113	5.8137746	3
1693	2212211101	106414	56	0	7150	446992	2350	0	5138	1301.8	1568.5	1.9624199	4.66544	4
1694	2212211100	62022	0	0	64	1113476	102	163	47	1297.3	1615.6	2.7877882	-0.5361967	13
1697	1000	227161	683	928	11	377135	967	4	71856	1299.0	919.15	5.376914	3.0844479	4
1705	1000	89352	906	0	36	256967	5808	0	112	1303.2	843.03	1.153689	4.0120907	4
1708	1010	15695	15983	74	153	270916	462	75	744987	1302.9	955.62	-3.272316	-0.8534306	0
1714	1111111100	142330	256	2	0	214995	290	0	1848	1304.3	1050.9	1.0877314	3.4336894	4
1715	1101111101	4287	980	0	285	398523	443	256043	120861	1306.4	1673.7	-0.5450247	6.581791	11
1717	1101111001	77350	32037	0	106	372370	338	0	39	1305.6	1883.3	2.1199594	6.4121532	-1
1719	1111111010	86	18	935	86	77644	69	0	186315	1305.1	298.03	-4.470427	2.6040022	2
1725	2111001000	33723	5869	1291936	156	607269	5273	116	101905	1306.6	472.6	-8.312657	-3.0946808	8
1728	1111111110	78623	6472	248	363	277159	813	0	56	1311.0	1309.3	0.05105697	5.0874143	7
1731	1101111121	24425	7828	0	73	234498	48	0	14	1309.2	1818.3	-1.3365381	6.627162	10
1733	1000	120451	159	108	22	369636	6552	0	141	1315.4	894.46	2.0867329	3.7610562	4
1737	1111111111	31684	396	3	2	62239	660	0	95693	1313.7	215.73	-3.2846866	4.808061	1
1739	101111100	35038	5178	97355	16	368442	50	0	19	1316.0	1840.7	-1.0413014	6.9373884	10
1742	2212211101	34142	667	0	229	714460	428	192061	6818	1311.6	1645.5	0.2925874	6.885306	-1
1746	2202211201	23328	1188	32	0	128712	105	0	26	1312.3	790.88	-2.594257	5.117901	1
1754	1110111110	13875	63	0	712247	516134	1075	3998	193746	1320.2	1167.9	-1.3505095	1.9203683	17
1758	2202211201	333569	9021	590	94	516025	2039	0	458498	1325.8	1068.9	-2.0253544	2.0515783	4
1759	1111111100	159142	75063	161	216	428304	3358	0	142	1323.7	1337.9	4.6338224	-0.4716855	15
1762	120001000	114608	394	16444	192	616531	37082	114	33187	1324.3	573.11	3.0974226	2.0527103	4
1769	1111111111	266453	82231	0	415	389259	518	0	213	1326.0	1409.1	4.8420334	-0.114939	14
1773	2112001000	42318	61	1903319	20	432365	662	235	90757	1325.8	483.21	-8.881951	-3.8710473	8
1780	21211001	74398	1346	1341612	114	557468	7857	195	3198	1326.7	546.03	-8.604563	-3.2523296	8
1781	100001000	63266	7132	235	155	1200676	36787	32	1980	1327.2	635.36	3.2639115	1.2583724	-1
1783	1112211201	181511	39	0	11	217409	3442	0	5	1330.3	799.86	4.714322	3.9399772	4
1786	1101001000	47588	509	1272	176	378428	19988	0	80	1327.7	1872.6	-0.98017514	3.9224083	3
1787	1111111000	1660	0	465	62	195546	68	0	456233	1328.3	373.72	-4.1640563	0.17466158	0
1788	1111001000	88797	3958	0	446	393031	16959	97	3205	1331.1	1200.8	2.1453044	3.2117743	4
1789	2212211101	90292	187	0	353	561775	80	0	127	1330.1	1585.8	1.9437866	5.5265083	5
1790	1110101000	100003	845	0	389	395635	2204	4	103	1331.2	1228.5	1.6340923	4.65409	4
1795	1110111111	76387	2428	30	3625	551324	891	0	1727495	1338.1	1482.5	-2.8332458	-1.4550571	0
1799	1101111121	71317	47	283201	174	276477	1243	0	80	1332.2	1822.7	-2.2293482	5.3977556	1
1801	2202211102	59331	29	191	120	180312	496	0	546	1335.0	748.69	-1.567738	4.7850623	1
1810	1110101000	0	8	32	0	90821	6407	0	284964	1337.8	255.29	-4.6899595	1.4329612	0
1811	1111111010	128178	61	368	50	391618	907	0	458	1342.9	702.12	2.4245899	4.2024536	4
1814	1111111101	1476	170	1049171	25	222729	5553	0	180537	1336.2	337.49	-7.8225303	-2.5425506	8
1816	1111111100	1074	0	17642	37	144918	4622	0	272619	1335.9	457.1	-4.6280847	1.4581493	0
1817	100001000	49375	73	1145	53	239904	1139	55	32807	1340.7	616.53	-2.0310736	5.1863914	1
1822	1000	6351	870	0	288246	290408	29905	177929	14833	1340.2	1161.9	-1.081025	5.6778107	10
1824	1110001000	7351	655	0	33	71571	191	0	295756	1338.4	130.21	-4.6923704	1.508939	0
1829	100012201	14508	85	1046	99	207669	4234	0	142619	1341.6	592.21	-4.1383185	3.0876153	2
1830	2212211111	28981	468	90	843	1811912	764	57302	17387	1345.3	1644.2	4.5527887	-1.8923402	9
1831	1101112101	65281	1075	0	62	616139	5003	53	8791	1345.5	1755.9	1.3465736	6.4524403	12
1835	2110212001	147987	125	0	271	596353	802	27	21638	1346.6	1730.2	3.297085	3.3498724	4
1837	1000	361176	2484	3341	174	473641	270	0	66793	1351.7	932.87	5.728929	1.2426455	4
1839	2111212001	189907	5486	989	137	681240	178	0	10426	1352.4	1804.5	3.789609	2.5838184	4
1843	1111111121	483	0	2164	7	250836	5015	0	515403	1349.0	311.11	-3.976041	-0.022451274	0
1848	120001000	168016	7	151701	54	520981	17151	0	36108	1351.9	552.56	2.9257474	2.345129	4
1849	2212211101	81927	62	0	692	679033	8200	0	228789	1350.6	1613.1	-2.663836	2.1755269	2
1851	1110001000	14005	0	544747	52	204124	26915	37	32	1346.4	1858.6	-8.107956	-1.8732669	8
1854	2212211101	34218	0	0	52	1159939	231	0	24469	1353.5	1688.0	2.8523228	-0.5855612	13
1855	2111212001	115101	229	1381422	188	394752	726	47	380	1354.7	1836.8	-8.583327	-3.1361616	8
1857	2100212201	199363	1243	3705	139	443124	10233	5	299087	1358.5	577.63	-2.1185167	2.2723215	4
1863	2212211100	220220	24	0	7139	493159	860	0	432	1357.5	1540.2	5.25905	2.8504457	4
1864	2212211101	178683	298	151	2674	564903	3679	128	16750	1356.7	1577.4	3.6109157	3.086339	4
1869	1111111100	23687	20	349952	46	265824	118	117	341994	1356.9	451.6	-4.507057	0.8591881	0
1872	1111111111	25053	81	0	371	348567	3897	0	0	1356.0	1273.1	-1.348617	6.5107813	10
1884	1000	11830	9197	197	267	530597	12266	0	1278276	1363.8	977.85	-2.9063394	-1.3757691	0
1889	1111111100	152551	49979	106	1233	380424	254	0	215	1363.5	1411.3	3.8255687	2.2941635	4
1896	2202211201	53122	6554	123	141	219632	8562	3773	93374	1367.5	641.57	-1.8936434	3.862863	3
1898	1111001000	1318	0	2106	0	160491	119	0	279755	1369.0	297.9	-4.6682973	1.5553882	0
1903	100001000	39545	0	348	28	223837	455	0	42885	1367.7	604.02	-2.1504698	5.350235	1
1907	1111111111	252001	1054	0	1184	376669	2756	17	3075	1374.7	1152.4	5.794359	2.6573873	4
1911	2202211201	170308	288	41	101	203582	184	0	306	1370.9	722.89	4.6220603	3.9665504	4
1920	1122212221	29717	450	711	45	444519	442	88	694176	1373.9	858.25	-3.324274	-0.7051712	0
1924	2202211201	156723	18	20	19	322748	561	0	49	1373.7	748.43	3.8701012	3.9801264	4
1925	2110212001	233948	2643	0	247	479002	39396	2703	100475	1375.6	1746.1	3.8005712	1.6042917	-1
1926	2212211101	58053	7241	0	4158	666012	583	0	159	1375.8	1562.6	1.6708584	6.880061	12
1930	1111111000	130813	73	52	15	269958	378	0	62	1378.5	771.57	1.273929	3.7388806	4
1935	2111111121	55506	0	0	68	438670	1943	0	61140	1378.7	1698.0	-0.8965127	6.056587	3
1938	1111211200	55781	99	1400459	68	714228	5880	5	976	1380.1	532.81	-8.505023	-3.2757852	8
1941	1000	287849	32	259	33	419228	11381	26	98739	1383.6	932.48	5.776807	2.3634357	4
1945	2202211201	154904	15	30	0	212340	1341	0	5704	1382.0	682.35	1.1276174	3.3560746	4
1946	1000	60485	40	43	7778	432249	960	7617	936565	1382.2	1068.3	-3.0539627	-1.1944466	0
1951	1111111000	121556	10223	156	1003	414946	98	0	56	1385.3	1383.7	2.7021937	4.346	4
1952	2212211101	235832	671	0	16144	443016	775	0	33901	1390.4	1494.8	5.5086575	2.8479664	4
1955	1000	13675	370	0	52268	487762	1244	0	568439	1389.5	1193.7	-3.4330697	-0.34978384	0
1960	2210211000	67693	83	5	4558	279463	2592	0	4283	1386.1	1579.5	-0.5739164	4.9090705	7
1963	1111111111	24348	85	246036	78	247443	5609	0	381905	1387.1	309.72	-4.4554095	0.8687268	0
1965	2202211201	203683	11904	0	1329	727642	608	0	9803	1387.0	1129.2	4.0610557	2.192758	4
1966	2212211101	142635	295	0	15335	399925	1465	0	834	1388.4	1542.9	3.1651454	4.052315	4
1971	2202211201	314084	108	469	106	477890	48654	37	6495	1390.5	576.4	4.3532205	1.2766157	4
1973	2110213001	246339	13137	152	10	504811	13163	0	48	1386.2	1787.8	5.3934383	1.6892986	4
1983	1111101000	8788	47	1883483	121	1457362	5517	0	171409	1393.6	352.93	-8.774054	-4.1214843	8
1985	2212211101	169411	15	51	267371	460186	7306	0	164557	1394.9	1630.3	2.6883075	3.6461184	4
1988	1000	23292	0	0	0	99402	4	0	347619	1393.3	957.08	-4.670266	1.3938094	0
1989	1000	6069	21	0	97	208896	377	0	186448	1398.1	1101.1	-4.263405	2.8569653	2
1995	1111111110	4980	554	2112711	40	1581913	2152	978	219242	1400.1	440.16	-8.760919	-4.218257	8
1996	2202211201	100582	9	189	50	321563	11363	0	9533	1403.5	594.83	1.8593894	3.441919	4
1997	1111111111	113113	4131	6930	3760	214766	3535	3244	2599	1396.5	727.43	1.3691616	3.9254704	4
2001	1110101010	47026	45	0	0	91524	4398	0	1744	1393.9	97.223	-1.749187	4.6980243	1
2002	2202211201	65826	7	25	98	325782	6462	1657	33866	1401.7	619.75	-1.059559	4.384754	3
2004	1111211000	23884	13399	1257195	15	263194	6866	0	33841	1401.2	513.69	-8.395344	-2.9582226	8
2005	1111111111	173911	1042	225	158	362643	2708	0	149821	1398.4	851.95	2.4881895	3.577861	4
2015	2110212001	75810	9386	697	332	448696	5999	0	332	1402.0	1810.5	1.8755326	5.501862	5
2017	1111101000	35593	3436	1703295	0	438445	596	0	345724	1411.2	400.67	-7.947222	-2.7998838	8
2020	1111111111	43978	5515	526	50	214677	21594	201	27359	1406.4	646.71	-1.1127267	3.8921206	3
2023	2212211101	177999	218903	47	18477	576429	1553	0	78095	1409.0	1464.5	6.7561398	-2.8285635	9
2025	2202211201	96000	41	43679	0	224579	5931	0	166	1407.0	534.05	0.96327645	3.8885405	4
2030	1111111000	200380	255	0	61	275928	292	148	1556	1408.2	678.26	4.967767	3.7235472	4
2032	2110212001	69575	27	298	104	350982	297	0	4611	1409.5	1752.9	-0.22685835	5.2297516	7
2033	2110212001	162565	23768	242	93	535348	1576	0	634	1410.2	1782.2	3.8048954	2.402284	4
2045	1000	84982	673	29	1548	465350	13805	0	554796	1411.9	1065.6	-3.0691738	0.407398	0
2046	2110211100	300974	1076	3524	518	553039	6347	0	1226	1417.1	1693.1	5.6970763	1.4759098	4
2049	2212211101	257679	11222	122	75936	440477	7968	13	14420	1419.1	1528.1	5.4501395	2.2357457	4
2055	1111001000	637	276	357842	259	164950	427	75	455765	1411.6	366.3	-4.5423884	0.6055258	0
2063	2110212001	24998	2652	3875	613	331289	660	0	974	1420.1	1915.8	-1.2489243	6.7233014	10
2066	2212211201	134587	5112	23	59	674172	374	0	238063	1418.8	867.32	-2.6305897	2.2476215	2
2067	2110212001	96492	5656	0	36	528398	1460	0	4271	1422.2	1728.0	2.028241	5.585942	5
2069	1000	10859	101	0	1393565	258183	3206	0	298142	1419.2	1182.9	-1.2571617	1.9030981	17
2079	2212211101	158183	7769	77	60981	366174	329	282	18984	1426.5	1507.9	3.1859055	3.9175642	4
2080	2110212001	235702	244	13891	302	262955	230	61	68608	1420.2	1653.4	5.257433	3.4222474	4
2082	2110212001	56264	508	120	92	649965	5063	0	120	1428.2	1836.6	1.3421353	6.6116195	12
2089	2212211121	259092	62	177	81361	521303	8789	0	64378	1431.4	1486.4	5.598504	2.4391794	4
2097	2111111100	10468	808	989958	18	257582	63	0	139692	1430.4	380.05	-7.9478793	-2.5171487	8
2106	2110111111	155142	11291	19885	192	295641	133	0	12055	1430.7	1953.5	3.4515216	3.980231	4
2112	2121311131	38981	3078	1242828	82	525555	5269	1123	12725	1432.7	513.74	-8.4344845	-3.0938482	8
2118	1111111000	67366	5402	51	101	476606	181	0	161	1437.1	1337.3	1.041544	6.047111	16
2119	1111111101	141864	12693	0	6476	419747	10130	0	55330	1438.0	1429.1	3.029624	3.0440888	4
2120	1111111111	642	52	0	71	117609	5192	0	339561	1432.8	154.65	-4.6483226	1.2925221	0
2121	1011101000	111694	420	202	1111	309735	5569	0	166	1434.8	1403.6	1.6023924	3.884297	4
2129	2202211201	105454	0	83348	0	171437	572	10	170	1442.4	584.7	0.4746455	3.9529727	4
2137	2202211101	39311	74	0	152	299771	15079	0	146	1445.4	1716.2	-1.0932018	3.9727256	3
2138	2110212001	306083	193	1822	199	641688	63073	0	4903	1450.1	1758.8	4.304871	1.2406471	4
2140	1122212201	78431	1910	309	81	281728	5452	13	200026	1441.6	763.28	-2.5245764	2.8710864	2
2146	2110212001	258418	16499	54	64	377987	212	0	169	1450.6	1813.4	5.4859023	1.9704738	4
2147	1111111100	9875	0	212272	180	202073	580	0	196234	1448.8	305.72	-4.070874	2.9990149	2
2150	2212011101	38165	0	108722	89	183414	584	0	75	1445.2	1689.9	-2.3446748	5.337079	1
2153	2111011100	405	2831	401352	0	296206	852	0	379689	1450.1	331.58	-4.560713	0.7343084	0
2158	1000	20205	1034	0	208	274114	3330	0	574926	1445.7	1033.9	-3.7082443	-0.2257075	0
2160	1111111101	134898	317	204	0	167536	3991	4	2767	1446.2	660.7	1.0440667	3.3774195	4
2162	2110111111	17307	2542	35225	46	429093	8034	0	91	1444.8	1914.7	-0.7744756	6.855044	10
2164	1111111111	117780	22	84223	84	155174	737	0	107	1452.4	617.17	0.6490327	3.864962	4
2165	1111111000	235703	5143	233	33	245439	240	0	119	1452.3	637.52	5.5835485	3.0966878	4
2166	2110211001	137385	28	186	87	369449	162	0	294	1450.9	1789.7	2.9852393	4.13598	4
2167	1000	38857	4192	6	74	618627	870	0	1087976	1452.9	976.56	-3.015206	-1.2453704	0
2174	1000	7390	56	3	459789	1063232	58654	9	928998	1459.6	1090.4	-2.8031056	-1.3689004	0
2175	2110111021	3279	6077	1372	5279344	365098	35451	119	72513	1458.1	1199.8	-1.2660842	1.8247716	17
2178	2111111111	42349	1255	1085702	304	172863	6552	0	601	1458.5	536.22	-8.33247	-2.486775	8
2179	1111111111	13794	76	0	165	270761	2962	0	50	1457.1	1353.2	-2.3494682	5.7499332	1
2180	2110212001	76285	115	0	0	218385	77	0	314	1452.8	1830.2	-0.5469684	4.6880665	7
2183	1111111111	71806	198	0	751	331871	176	0	7	1456.2	1394.7	-0.26980022	5.0839944	7
2184	111111000	2364	1586	115	5	110813	7825	3379	305973	1458.7	135.06	-4.6857333	1.3711712	0
2187	2212211101	49537	46	131188	37300	198033	381	0	17652	1457.3	1519.2	-2.2629461	5.349993	1
2188	2202211201	96639	99	409	5194	348704	32118	339	298539	1462.9	682.27	-3.0527108	1.4230766	0
2190	2110111021	13023	36	91	3446736	370751	26169	18	128005	1460.1	1173.3	-1.2063245	1.8497784	17
2195	2110212001	73593	84	74	16459	333240	589	0	30235	1468.1	1606.4	-0.40751752	5.2023654	7
2197	2110111110	14043	3909	552857	5	451404	23213	0	25285	1462.0	1898.4	-8.13324	-1.8904009	8
2204	2212211101	78132	1533	2	122	230287	976	0	80	1466.5	1702.2	-0.48221114	4.7067366	7
2206	2202211201	15364	94	131540	98	69305	145	0	91	1460.0	584.58	-2.942468	5.189068	1
2210	2212201001	175087	168	330182	79140	417224	1488	0	131	1471.3	1486.3	2.537451	3.2084463	4
2215	1212211221	70600	3538	150416	16	190407	14	0	409	1471.4	601.51	-1.7950342	5.217722	1
2219	1110101111	0	151	190102	0	179250	2905	0	579014	1474.2	248.02	-4.056169	-0.07776842	0
2221	2110211000	85829	5381	37916	130	246177	25	0	168	1473.0	1684.9	-0.29497072	4.83855	7
2228	2202001001	59106	1699	22201	3248	257550	2187	1687	5983	1476.4	574.92	-0.76163787	5.0043755	7
2229	2202211201	112474	6637	19	116	222306	4030	2	28501	1472.5	649.59	1.4704155	4.1175666	4
2230	1011101000	9253	10	0	1061973	243467	237	0	166312	1476.0	1237.8	-1.2471725	1.8980005	17
2231	1111101000	0	0	0	0	95155	0	0	1065	1468.4	1979.1	-3.0117757	5.1249437	1
2234	1111111000	533	10	250715	17	176756	71	101	340617	1475.6	334.63	-4.5793405	0.83698666	0
2235	1111111111	226613	16205	0	994	338488	57	0	109	1480.9	1435.7	5.359921	2.5248907	4
2236	2110211001	188522	15	0	152	435016	42032	0	46	1474.3	1782.6	3.678343	1.7115833	-1
2238	101011101	11414	66	542798	4	113004	3278	0	31043	1479.0	466.66	-7.9746003	-1.7368912	8
2239	1111111000	1116	1886	0	3290811	434135	260	226	532441	1490.4	1257.4	-1.1915481	1.8172259	17
2245	3013111133	16147	2990	617619	3202	152655	6013	2331	27698	1482.0	304.32	-8.040547	-1.8116989	8
2247	2110111111	21279	4981	239	148	231622	419	0	207268	1477.7	1917.4	-3.9293277	2.9892828	2
2249	1111111000	290176	22	80	40	407436	6910	0	59	1491.8	726.08	5.8543334	1.7467031	4
2251	1111111111	65446	3	0	106	240673	6	0	22	1482.7	1359.8	-0.75547516	4.7387266	7
2254	2110212001	298657	340	328452	41327	497442	5490	98	486	1487.1	1550.2	5.699835	1.8504161	4
2255	2110212001	161874	3762	6230	67	430509	23201	0	13633	1485.9	1755.3	3.0200934	2.2245686	4
2260	2110111021	326	713	74	2163306	226696	584	0	73109	1483.6	1189.7	-1.192448	1.8996922	17
2262	1000	49904	413	0	531	424894	1453	0	603232	1486.4	1060.8	-3.446164	-0.24553563	0
2263	2110111111	162958	43	2582	97	346871	7745	385	2568	1485.8	1885.1	4.112665	3.7013566	4
2264	2202211201	76269	641	0	5763	267370	5134	0	168769	1487.1	695.35	-2.3635123	3.0520031	2
2265	1111111000	55487	3952	0	35513	273125	4845	0	607	1484.6	1287.5	-0.5673585	5.1414456	7
2268	1111111111	81210	1403	0	336	422523	223	0	21	1495.8	1385.2	0.88529855	5.2297955	4
2269	2110212001	160044	1335	2377509	58979	678145	3087	0	577	1493.8	1518.1	-8.830725	-3.9958062	8
2271	2212211101	50576	190	0	46	413504	14348	0	1407	1488.0	1717.8	-0.9733275	3.9870474	3
2278	2202211200	57995	159	3347	9	130958	6486	0	391	1493.5	614.04	-1.6449394	4.6628113	1
2279	2110212001	181018	99	364	19488	296186	185	0	200	1495.4	1577.3	4.545411	3.9269443	4
2284	2110212011	45108	681	0	45	417666	6796	0	19	1497.4	1792.7	-0.38350612	5.8493853	3
2292	2110111111	73720	20	82	28	258969	2946	0	6596	1497.6	1911.5	-0.5175914	4.7458835	7
2296	1000	18113	2496	89	644	543589	1089	9	969026	1501.6	906.72	-2.9934747	-1.271854	0
2303	2202211201	112300	226	110	124	412449	9020	34	255579	1506.0	672.69	-2.4273374	2.6047852	2
2306	1111111000	33131	1086	32	128289	235493	3842	0	14847	1506.5	1279.0	-1.6287351	5.6613955	10
2314	2100001000	101532	0	1688	0	1426394	10463	134	52	1509.7	1844.1	3.8396456	-0.91042435	13
2317	2100001000	129057	19	7361	255	329129	500	0	5808	1511.0	1769.9	1.7595544	3.9727907	4
2318	1000	45204	1346	0	108	323286	1306	0	683750	1507.5	1026.0	-3.4293005	-0.54169226	0
2323	2110111000	146034	7011	33	101	540946	24441	0	192	1515.2	1880.1	3.049555	2.1175091	4
2327	2212211101	115386	17891	0	0	743184	21217	0	361	1514.4	1724.2	3.273431	1.7135688	4
2332	1111111111	74603	24	0	320	285540	8	0	38	1515.1	1309.9	-0.43496206	4.790839	7
2333	2102211101	252479	168	0	133507	418954	900	0	782	1519.1	1620.1	5.504567	2.723622	4
2334	1111111111	207210	164	0	81	409819	2	0	46411	1518.5	1986.4	4.971673	3.2277677	4
2336	1111111000	92352	64	20	86	405737	263	0	109	1524.7	1368.6	1.3003746	4.8197875	4
2341	2002211201	26257	149	169	205	72582	228	0	2023	1526.6	615.07	-2.6997197	5.001852	1
2343	2110212001	277163	94	800	7397	646397	504	0	206	1524.3	1548.5	5.492177	1.6373036	4
2352	2111111121	1524	4394	815775	138	281681	105	35	41	1523.8	2042.0	-8.2455435	-2.3627882	8
2354	2212211021	206189	28205	3273	152	1067466	1278	1328	1564441	1538.5	385.18	-2.8178294	-1.479198	0
2359	2212211101	164641	189697	4	583	836861	974	0	353	1531.0	1706.5	6.6495876	-2.766081	9
2361	122211101	524	54	6280	90	364333	136	0	301118	1530.4	2016.4	-4.1394176	1.0938334	0
2365	1111111111	115948	61	7	105	359645	308	0	88	1531.2	1343.7	1.7072167	4.2935915	4
2366	1111111100	155423	1465	0	479	598036	536	47	124	1536.7	1415.1	3.3938966	3.193752	4
2367	1000	30922	3899	16	5251	495336	527	6	644708	1534.6	1070.8	-3.327133	-0.56651455	0
2368	2212211101	62862	22	0	256	613765	534	4705	169222	1537.9	1660.7	-2.7291915	2.3140392	2
2370	2202211201	66	13443	39	319413	883076	1082	104	326240	1539.4	1099.2	-2.0227928	1.6969737	2
2372	111111111	106344	30	0	635	408423	295	0	18149	1540.8	1459.6	1.545332	4.7091756	4
2373	2212211101	187936	471	25	4228	475271	1845	0	136488	1540.7	1570.3	2.8344355	3.3993955	4
2374	2110111000	58518	0	6	19	335517	930	0	29	1537.8	1808.9	-0.3957102	5.1917343	7
2375	2110101000	80350	55	150	102	290893	298	0	133	1537.4	1776.8	-0.4116466	4.7679443	7
2377	1000	209739	5	79	1	263906	116	0	16	1546.0	504.67	5.12648	3.6120348	4
2382	2212211101	262603	1155	33	25027	494759	5462	9	111416	1548.6	1598.1	5.6525817	2.515703	4
2388	2110101000	147454	1	0	3	509518	12169	0	12625	1544.7	1913.6	3.0810776	3.022671	4
2395	2222211021	109	1631	1093001	691	359166	1923	0	51738	1551.9	319.35	-8.176186	-2.7143407	8
2396	2001001000	327458	4480	167	96	178819	70	295	23955	1549.0	443.51	5.9152346	1.620095	4
2398	1000	49218	322	612	102	596420	1048	0	561590	1550.3	956.12	-3.3065448	0.05782871	0
2402	2222211021	20440	2521	297572	115	457614	903	8	322926	1555.4	348.57	-4.405276	0.911251	0
2405	2202211101	63659	2518	118	281	454923	197	0	193719	1555.2	1285.6	-2.9246204	2.5130277	2
2412	2110111111	159908	4	434	105	1064270	193904	9862	64575	1559.0	1752.4	4.1027794	1.0403886	4
2414	1000	693995	20032	212	673	760369	8084	23	94128	1567.8	415.39	5.1592035	0.6785716	4
2419	1000	521921	19879	485	230	534585	11103	0	910	1569.6	462.99	5.2804227	0.8136623	4
2422	2212211101	118876	9	0	235	373523	1641	0	25523	1562.3	1651.9	1.7658974	4.2702785	4
2425	2111212211	650662	1680	15	1794	823007	126553	0	2639	1574.2	1517.6	4.303783	1.080311	4
2426	2110111111	15318	3253	0	0	199619	6941	0	2	1559.5	1998.8	-2.185428	5.5700197	1
2427	2000001000	78526	0	24	44	276085	88	0	72	1567.2	561.87	-0.43312252	4.703547	7
2428	1000	30474	33	43	17	1701290	8	17	48	1565.0	591.45	4.401813	-1.7796215	9
2430	2110111100	95763	87	27483	140	420183	1521	0	7336	1566.1	1837.6	1.4091216	4.832298	4
2431	2111111111	18990	43	119474	48	312384	1889	499	395722	1562.1	1881.2	-4.2768517	0.80491525	0
2433	2111111111	18874	493	0	19	880441	6905	0	0	1565.3	1977.8	1.9344432	7.6257515	12
2434	1111001000	45045	17	5	69	523159	136	0	6271	1570.8	1264.0	0.7015646	6.4256973	12
2438	1111001000	52686	12785	11519	787	388989	348	0	326838	1576.4	1230.6	-3.2589586	1.7976247	2
2444	1111201000	174779	376	84251	51554	500765	2417	0	60754	1572.7	1182.8	3.0715225	3.4116116	4
2445	1111011111	129496	1170	0	99	417692	36628	0	29	1573.0	1940.5	3.0651488	2.124251	4
2446	2222211021	1688	7	980650	420	306844	7736	590	146164	1573.5	310.07	-7.912644	-2.5815718	8
2447	2102211000	20470	2000	0	2136	357138	4397	0	374076	1577.3	1465.1	-3.8275068	0.8456079	0
2448	1000	3453	151	25	125	732846	5177	88	446124	1569.9	959.97	-3.2714467	0.30463213	0
2450	10001000	253809	76	168	537	498649	89	0	155	1580.8	517.5	5.5879207	2.166906	4
2451	2222211021	50823	87	231502	12	451623	2751	34	857397	1579.1	277.72	-3.1191092	-1.1074523	0
2452	2110111000	246345	111	3972	165	759864	2948	123	18987	1581.8	1817.2	5.048738	1.7230679	4
2454	1110001000	114301	14056	0	210	360116	164	0	302	1582.1	1347.8	2.6403105	4.4925923	4
2455	2212211111	184130	5502	10	410	597726	1935	81	383	1585.0	1628.8	3.6425202	2.9653451	4
2460	1111001000	123313	6574	56	265	491530	375	0	73	1582.9	1314.4	2.7767823	4.2616196	4
2461	2212211101	109017	121	85	115	354576	2303	0	41583	1582.4	1667.9	1.5636097	4.3824368	4
2462	1111201000	138318	1308	71782	783	325044	1437	0	41908	1586.6	1205.7	1.8745787	3.968298	4
2464	2212211131	108044	171	200	14317	332331	1677	171	638	1581.7	1595.3	1.4293348	4.224856	4
2467	2110111111	59019	0	0	28	163275	221	0	37	1578.0	2023.7	-1.6477202	4.7582364	1
2470	2111111101	94180	126	32149	73	2313392	864	111	3564	1585.8	1909.3	5.656349	-2.3061361	9
2471	2110111100	15602	312	40	1566	487518	1580	0	398	1591.3	1561.4	-0.606327	7.2839494	10
2474	2000001000	238982	318	114	18	157876	55	0	119	1587.9	433.8	5.3131294	3.4768808	4
2482	2110111111	17273	20572	82	272	691359	579365	410037	646246	1594.9	1761.1	4.080418	1.021031	4
2483	2110111111	36505	2	0	65	119424	47	0	0	1588.6	2038.5	-2.3216548	4.9724927	1
2485	2222211021	3520	174	29482	5	149555	131	0	259684	1593.2	322.32	-4.663261	1.624722	0
2487	1111101000	120610	5	279	363	717025	221	0	569	1597.7	1284.7	2.2872593	5.7935233	-1
2489	1111111000	71619	271	0	105	551742	1363	10614	234358	1603.9	1794.1	-2.827916	2.3144853	2
2495	2222211021	50134	105	62	17	176864	132	0	251757	1599.2	385.16	-4.0133452	2.8807042	2
