cell_id	Barcode	ChAT	fru	Gad1	SerT	sNPF	tbh	Ple	VGlut	x	y	umap_1	umap_2	clust_label
812	1111111100	71396	42980	289	54	762061	442	0	304	893.66	1134.5	3.4263883	-1.2262664	13
817	22211201	57437	49251	0	0	722591	36	0	817	896.52	1679.3	3.4447494	-1.2860262	13
829	1111011101	824	1167	0	140	1470311	65191	532	551069	903.83	1923.0	-2.6966343	-1.3658456	0
835	1111111100	48230	1744	0	110	863448	6298	0	30264	904.54	1998.6	2.0563455	7.5763836	12
847	100211101	95839	54	117	78	153112	273	11	6842	914.14	639.05	0.21194227	4.0538073	4
856	2001212001	108389	27171	46798	905	375706	10643	0	924	917.91	821.03	3.3011742	2.6996963	4
861	222001000	137876	28162	3313	155	678255	46510	6	1090	921.35	1032.7	3.3131719	1.6697091	4
864	1111111000	96811	8559	60	65	516414	249	0	497	918.79	1121.1	2.0979636	5.6576266	5
865	1111111111	41006	4673	0	207	600107	471	21	226	922.19	1168.5	1.1302326	6.9243536	12
866	1111111000	4825	1571	18	18	161656	80	0	0	918.12	1272.1	-2.9430277	5.3672204	1
872	2001212001	54574	195	595248	693	323333	5393	99	956	925.97	849.48	-8.103391	-1.8834095	8
873	2120212020	165925	858	9171	324	319125	5356	0	451	919.6	986.46	4.1744184	3.8176107	4
879	1110111311	38641	41	0	5	220285	29245	0	195946	923.46	1954.2	-3.1297555	1.4653254	0
883	1111101000	76390	28230	122	218	1054712	292	637	105	928.31	1084.9	3.6467705	-1.1774235	13
896	1111111111	11380	76098	0	48	425621	209	0	53	933.87	1141.1	3.451576	-1.462086	13
899	1111011000	33216	601	17	157	661390	144	0	312	942.03	1255.9	1.0755194	7.0486536	12
901	1111111000	44286	789	58	81	712897	141	0	100	940.98	1182.2	1.4356269	7.0813503	12
906	1111111111	13150	10457	0	69	270537	256	0	44	938.63	1111.7	-1.3034694	7.066586	10
909	122011221	226706	13150	807	99	1718098	23270	475	292	950.59	1063.5	4.9791226	-0.7988784	15
914	22211201	34180	98161	144	94	1201818	111	0	62	941.19	1693.8	5.818057	-2.482727	9
917	2121212001	168987	862	5042	2515	346670	1184	41	587	945.02	809.51	3.972959	3.9222634	4
922	1111111000	81579	6216	460	125	808613	224	47	23	952.08	1155.6	2.1721063	6.5001435	-1
923	2120001221	53865	5335	2192	291	260367	249	0	72228	946.53	715.87	-1.1582006	6.133488	3
926	22211201	69977	87730	0	13	1623407	764	11	352	952.76	1674.2	6.259093	-2.692142	9
929	1111111111	77910	322	65	110	974064	74	207	21	957.45	1226.1	2.5954895	-0.3765123	13
939	1000	221650	2627	6385	102	403396	191	0	7882	960.32	828.04	5.339936	2.9320912	4
941	22211201	101724	39750	0	1194	890805	373	0	26001	957.62	1759.2	3.7101684	-1.1118693	13
949	22211201	37453	181459	0	106	1823674	301	26	54	963.53	1730.2	6.9431715	-2.9797761	9
952	2110111111	23771	10	0	1	309957	6555	0	213761	966.07	1956.2	-3.5572898	2.6541905	2
953	1111111000	97027	47853	3	68	1094133	192	0	30	964.39	1528.3	4.791818	-1.586321	9
954	22211201	36179	70475	0	110	950292	4386	0	196	964.42	1701.7	4.7717714	-1.9855591	9
955	20201000	33039	19560	12	11400	780434	5716	0	111189	966.45	1786.0	1.9824944	7.5846663	12
957	1111111000	14956	133	0	0	432992	0	0	74	965.26	1186.6	-1.095076	7.2343216	10
959	122212201	45781	113	8860	130	208026	7112	13	47111	971.05	608.99	-1.7619917	4.2160215	3
960	22211201	54801	110945	0	11	1335724	160	0	19	972.65	1609.0	6.310395	-2.707656	9
964	2001212001	288961	32260	4175	446	425801	12155	0	58010	976.16	758.67	5.2359786	1.2245712	4
965	2001212001	148237	13827	106943	196	380066	1757	13	1418	972.64	851.11	3.228789	3.4649758	4
972	1110001000	97396	106042	117	205	1309781	109	124	72	974.25	1090.1	6.235395	-2.6717649	9
981	22211201	72370	131625	0	63	1394428	1075	0	199	982.38	1684.2	6.5391645	-2.751943	9
983	22211201	33595	30427	0	32	393937	91	0	25	978.8	1741.8	1.47356	7.306365	12
984	22211201	49877	48655	6870	84	1335645	153	0	34026	984.91	1767.5	4.864889	-2.0148928	9
986	1110111100	61071	843	0	36	1044251	320	45	20	985.17	1246.3	2.6581397	-0.45517495	13
989	1111111201	37604	25118	0	0	434301	13	0	16	982.73	1541.9	1.4725796	7.2379417	12
991	22211201	107518	130489	0	102	1630937	174	312	1978	992.76	1717.5	6.7162266	-2.8230956	9
992	2110111111	4749	1893	0	63	567614	511	0	2004658	998.82	1921.3	-2.9137654	-1.3785007	0
994	1111111110	43635	39277	2	149	873839	4076	20	57	990.68	1525.5	3.5337958	-1.3341041	13
995	1111111010	9088	0	15	0	132645	562	0	188678	991.31	14.998	-4.437891	2.6082115	2
997	22211201	133661	91848	74	752	1547852	1081	3	277	996.72	1557.2	6.24247	-2.6457381	9
1004	2001212001	56071	3266	318792	169	218122	163	0	163	994.01	879.58	-2.41414	5.4139504	1
1007	111111000	65433	64033	38	415	1266603	174	588	829	995.7	1112.2	5.3301334	-2.2075243	9
1008	1111111101	39352	798	0	9	426770	97	237	0	997.12	1223.5	-0.988146	6.6665354	10
1011	2001212001	353624	147865	644	431	471591	2014	0	4259	1000.6	804.23	5.2025466	-0.31716827	14
1013	1111111100	58928	6926	16	80	648092	399	203	92	1000.1	1164.2	1.559499	6.728563	12
1015	22211201	27418	62986	0	28	1055091	303	0	970	1000.4	1746.1	4.7703953	-1.9540522	9
1016	22211201	32978	39969	0	120	1057398	208	0	43	998.41	1655.0	3.7764459	-1.564753	13
1017	2111111000	189842	71365	0	242	414587	85	0	50947	998.78	1894.7	4.663338	-0.42441055	15
1021	1111101110	63422	25276	616	78	813706	205	19	57	1001.5	1085.9	2.8649855	-0.6857391	13
1022	22211201	140775	154401	9	75	1494398	116	0	280	1006.5	1689.4	6.730824	-2.817894	9
1025	1111111100	44604	4383	7	124	320089	0	0	177	1003.4	1137.5	-1.0855229	6.5568185	10
1028	2001212001	37806	15	249015	273	203018	50	0	240	1008.8	855.4	-2.6068375	5.4071712	1
1029	22211201	112712	72866	0	346	2151886	356	85	405	1018.3	1600.9	6.5223756	-2.7494476	9
1036	2122211021	14361	315	0	6673	238746	276	7904	794163	1013.9	1872.0	-3.3185976	-0.84656644	0
1038	1122211021	11163	818	0	10037	465426	541	6293	1356086	1017.4	1842.7	-2.8689547	-1.3735352	0
1039	2001212001	263420	267401	989	540	513087	527	48	64838	1019.9	721.19	6.8618846	-2.9078677	9
1041	1111111111	92185	171686	348	725	1533572	874	28	125	1022.0	1528.0	6.893154	-2.9272451	9
1050	22211201	56633	101724	1	264	1402210	299	21	109	1021.0	1640.1	6.2001667	-2.6809323	9
1052	2001212001	275099	21976	1117	385	384517	8784	0	136	1023.7	787.46	5.4852777	1.5422848	4
1055	22211201	95896	103475	97	74	1602001	34	0	11448	1026.8	1673.3	6.4217525	-2.7519355	9
1061	1112111221	69519	27087	0	58	1108818	227	0	132001	1025.6	1709.3	3.7710617	-1.5079054	13
1065	1000001000	117872	5207	5784	255	355391	230067	0	493170	1028.4	677.46	4.0764394	1.0244957	4
1066	100001000	108796	22778	793263	1024	600558	13774	14	341	1030.4	915.78	-8.508952	-2.663837	8
1067	2001212001	497178	128689	1769	354	617368	1860	0	707	1028.2	819.75	5.1805863	0.07683423	14
1068	1111111100	89199	78448	0	207	1640937	461	7	102	1030.9	1555.7	6.1883516	-2.6471193	9
1070	1112101000	46572	2725	41	323	798265	933	0	576	1033.6	1272.0	1.8701179	7.3607078	12
1075	1111111111	16904	3118	0	63	471352	308	67	132	1035.6	1191.0	-0.5082093	7.362558	10
1077	1111111000	72478	184098	60	311	1629279	158	0	35	1042.1	1578.9	6.935409	-2.9623232	9
1082	2111111111	712	13	0	0	96175	179	0	173038	1041.0	37.338	-4.444867	2.6632245	2
1083	1111111100	30071	5121	92	74	671779	424	0	1293	1040.8	1214.8	1.2826983	7.3237824	12
1084	1111101000	118034	1143	0	2756	574615	379	42969	187934	1041.9	1862.6	-2.5603738	2.4706573	2
1087	120001000	259949	871	305457	333	404661	16787	68	62	1042.0	855.48	5.641852	2.0381105	4
1089	1111111101	245328	14834	301	399	354514	620	0	12287	1049.2	702.87	5.4433103	2.1874464	4
1090	1111111000	57495	93600	17	215	1244401	383	76	177	1047.9	1147.7	5.9044204	-2.5335574	9
1091	22211201	42430	56545	0	0	489414	160	0	121	1040.5	1636.9	3.059276	-1.0620147	13
1097	2001212001	141072	626	93	847	477636	5092	0	1116	1052.4	731.91	3.0009217	3.6319845	4
1102	22211201	4953	13229	175	197	299943	108	0	86	1052.4	1534.7	-1.0007944	7.315178	10
1103	22211201	45329	56472	0	25	568377	46	26	4	1047.8	1598.8	3.2179542	-1.2230871	13
1104	22211201	53447	93421	0	74	1254152	258	0	406	1055.7	1624.7	5.8095837	-2.4748151	9
1105	1111111110	269265	29425	127	364	434728	411	0	26	1053.4	791.39	5.2079787	1.3969253	4
1106	1000	175986	405	0	320	207480	368	0	220	1049.9	818.65	4.660403	4.020734	4
1107	1111212222	721	0	0	0	69279	48	0	455604	1052.4	24.105999999999998	-4.2150707	0.11021293	0
1110	100001000	95083	130	643040	5	483225	30881	0	8806	1056.0	899.01	-8.31978	-2.013832	-1
1112	1112111211	28023	4607	9464	750	680587	1215	2160	1769541	1065.0	662.04	-2.8988323	-1.446573	0
1114	1111111000	31536	15768	0	106	531822	39	0	225	1055.4	1190.7	1.2981448	7.258901	12
1115	2111111000	94321	0	0	2	368330	89	0	13753	1064.1	1889.5	1.107905	4.7779326	4
1117	1111111100	149969	23499	0	29	473548	399	0	334	1067.0	1980.9	3.725781	2.5389457	4
1118	2120201000	132233	90	2615	160	192712	6868	0	30	1056.6	835.46	1.023756	3.2902381	4
1122	1111111021	7714	71	22	2	317671	4279	0	553483	1060.8	1698.7	-3.7669055	-0.17802249	0
1123	120001000	160830	847	255252	176	249624	4179	0	689	1057.9	863.32	1.3452556	3.4768093	4
1124	22211201	67123	64990	0	0	702229	78	3	0	1063.0	1606.9	3.6187315	-1.2657061	13
1125	110001000	159237	289	424210	425	492832	131	31	366	1063.1	934.93	2.5047472	3.1325421	4
1127	1111101000	72315	78890	90	182	1000213	1006	11	265	1066.2	1168.8	5.1337233	-2.029657	9
1131	2001212001	174220	9817	6	111	1282731	4428	0	48	1068.7	757.58	4.59444	-0.45158523	15
1134	1111101000	90260	14290	25	49	513117	498	75	1162	1068.4	1206.1	2.0981977	5.9989176	-1
1135	22211201	113393	174178	38	136	1812331	758	64	207	1074.9	1563.3	6.905939	-2.939948	9
1138	1111011000	19942	1701	0	30	467274	223	0	185	1069.0	1309.1	-0.6553166	7.2705846	10
1142	22211201	44543	64280	0	248	1458220	214	0	12	1074.8	1587.9	5.669752	-2.4007647	9
1143	1011101000	6709	6323	0	77	433423	4376	14	571562	1073.3	1750.9	-3.3592763	-0.45477894	0
1144	110001000	153050	106	138	69	633104	2379	0	58	1071.6	824.12	3.4491873	3.0846581	4
1147	22211201	11474	20666	0	110	454065	460	0	6476	1073.4	1645.4	1.1494385	7.344345	12
1151	2001212001	258461	15186	404	55	503384	690	121	223	1077.2	787.82	5.335121	1.6815137	4
1153	110001000	131175	147	1418493	91	423198	18259	6	602	1081.4	903.64	-8.576661	-3.1358254	8
1155	1111001110	117918	95615	369	75	1172394	92	120	832	1085.5	1220.4	5.932647	-2.4343593	9
1157	22211201	37607	18854	107	343	487891	546	0	240	1079.9	1540.9	1.361541	7.1922417	12
1162	1101111001	71811	2498	0	35	188427	151	0	9535	1083.3	1912.7	-0.6718342	4.6533833	7
1167	2212211101	79795	3469	2830	61	354814	68	0	152779	1089.7	1819.9	-2.32379	3.1570315	3
1169	22211201	10304	42539	0	317	599895	412	0	141	1081.2	1606.5	2.9570992	-0.92714685	13
1181	1111111000	71050	14293	0	50	671678	310	0	241	1091.2	1188.4	2.105342	6.5222063	-1
1183	2001212001	223176	94766	217	236	297948	411	89	727	1096.8	742.45	4.7778983	-0.30827716	15
1184	110001000	202347	586	1183	363	395177	530	36	126	1091.4	817.25	5.0726514	3.252207	4
1192	22211201	68585	65776	0	210	1355051	600	17	57	1103.0	1531.5	5.5485234	-2.3197348	9
1195	2001212001	202092	15668	468	26	265884	823	0	4	1097.7	762.36	5.1254277	3.095286	4
1198	120001000	126128	68	275	0	208390	1765	0	90	1095.3	843.95	1.0558231	3.5991912	4
1199	22211201	63080	54721	0	28	375706	31	0	7506	1093.4	1616.6	2.8036718	-0.71248657	13
1200	2212211101	111261	4434	1135	9	363035	435	71	95	1103.3	1850.9	1.911303	4.546358	4
1204	1111111121	19811	108	0	162	330963	3218	0	370830	1102.7	1757.8	-3.9602144	0.8542793	0
1205	2001212001	345354	12931	749	78	762340	619	143	35	1102.3	792.07	5.3032913	0.9581274	4
1206	22211201	177329	21417	90	204	1045812	1831	0	170	1102.0	1586.0	4.6026196	-0.42217416	15
1207	1111111121	97754	91	0	276	642376	6632	0	564536	1106.6	1640.7	-3.0077803	0.43815073	0
1212	22211201	65067	75738	17	386	1237299	644	0	188	1109.9	1557.0	5.5478797	-2.344315	9
1215	1111111120	92315	5352	0	19	278723	329	0	20444	1103.1	1712.5	0.889613	4.8008237	4
1216	120001000	145623	9772	22119	504	381027	290	51	198	1108.0	875.56	3.1799827	3.85682	4
1222	1111111010	60418	8021	0	160	481407	303	0	11066	1107.0	1923.2	0.9700101	6.3807106	12
1223	100001000	272855	1014	21196	281	428909	823	0	591	1111.2	900.15	5.7993593	2.1111155	4
1225	1111111000	263	1537	65598	289	201620	552	0	334405	1115.5	434.82	-4.5035996	1.0638331	0
1226	10001000	236672	2391	1903	392	409994	9139	0	377	1115.0	854.99	5.7056813	2.4632664	4
1228	22211201	37021	36608	61	120	807656	57	0	23323	1111.5	1611.3	3.0872583	-1.0831182	13
1229	1111111202	7646	3632	0	0	347473	224	0	109000	1117.3	1955.5	-3.8855326	3.4944031	2
1230	1102112211	40539	6550	0	0	521937	257	89	337	1114.1	1813.0	0.91193384	6.6847034	12
1231	120001000	235311	284	81	480	466265	500	0	566	1114.7	821.01	5.424004	2.6667082	4
1237	1111111102	9741	298	0	5	525975	46	0	102	1118.1	1282.8	-0.34969532	7.4223285	10
1238	1111111000	57745	177	0	204	1054404	16193	0	238295	1118.5	1681.6	-2.3832157	1.6397072	-1
1239	22211201	17519	2821	0	70	231344	185	0	15	1119.8	1514.5	-2.495176	5.743022	1
1240	2011212001	129246	1492	63	57	282959	416	0	20	1120.1	762.07	1.488886	3.886793	4
1243	2101212001	207719	98	245	243	340365	287	0	7	1126.0	787.1	5.1542726	3.4592185	4
1244	1111111000	23514	2683	0	0	554313	15	0	6	1120.4	1260.7	0.03754362	7.34495	10
1250	2202212021	411011	27266	1881	386	705883	14731	0	551	1130.8	732.14	5.2280493	0.76180893	4
1252	1111111111	64778	2553	0	54	903806	90	0	246	1124.7	1318.1	2.5154738	-0.29515678	13
1256	22211201	68866	107079	0	143	806197	391	0	217	1129.8	1595.9	5.547538	-2.3346972	9
1257	1101111121	28263	11446	0	105	732464	879	0	23070	1130.3	1763.2	1.9608991	7.595796	12
1258	1110101000	40056	3624	0	0	114731	147	0	186728	1131.3	54.391999999999996	-4.1771684	3.0418673	2
1262	1221111011	90906	66	302841	45	403082	3271	52	110148	1133.5	517.61	-0.60527503	6.0061026	3
1266	1111101010	56247	38461	85	62	916260	276	0	83	1136.6	1241.0	3.5508213	-1.2833672	13
1267	111211220	110773	136	146	240	403981	13529	0	39507	1133.5	1629.5	2.1002634	3.2854545	4
1269	1122112211	20486	46	0	47	230400	16772	0	135	1131.4	1888.8	-1.345961	3.9511147	3
1272	22211201	2068	957	0	64	200928	160	0	69	1137.4	1502.5	-2.8179643	5.5329614	1
1275	1000	172039	87	113	89	420824	6166	0	14	1141.1	1565.3	4.0693717	3.5444582	4
1276	111211221	45697	12542	351	77	474710	652	0	1444	1142.2	1658.1	1.0437376	6.7361093	12
1279	1122012211	70802	718	263	53	377374	467	0	1422	1141.2	1935.3	-0.104600154	5.25014	7
1281	1000	143227	69	1100	227	184014	275	28	202	1133.2	841.88	1.1046922	3.434954	4
1285	120001000	197793	1267	456	176	577321	6341	0	162	1141.0	897.36	3.8951848	2.9691243	4
1288	2121011111	36185	99	894668	1	155237	752	42	37605	1144.1	558.59	-8.259661	-2.2806084	8
1289	22211201	17990	67	0	0	213325	4	0	14	1139.8	1523.1	-2.5834625	5.5968285	1
1291	100001000	139914	58	1011	120	213537	5977	0	58	1140.5	858.05	1.0425564	3.334034	4
1292	1111111131	34901	3122	0	45	553317	40	0	12	1141.8	1277.1	0.808981	6.789968	12
1296	2001212001	181615	95	335	26	235681	66	0	29	1142.4	765.84	4.677935	3.9343681	4
1305	22211201	35429	1929	0	205	345315	400	0	4	1153.4	1537.9	-1.2054591	6.664207	10
1306	1101111121	124131	0	0	170	443129	5168	0	1260	1154.6	1804.9	2.5120556	3.7873046	4
1307	110001000	292436	600	361	243	557998	401	87	149	1154.1	839.29	5.6722946	1.677988	4
1310	2001212001	325245	31755	172	229	422714	17427	0	12384	1156.6	690.66	5.2892933	1.0618645	4
1313	1000	104017	1605	0	279	339648	941	0	32	1154.4	1599.2	1.5220416	4.490287	4
1319	1111111111	2670	2455	867407	19	606365	2542	893	332322	1158.4	432.39	-7.6711817	-2.417785	8
1321	2011212001	157815	86	619	149	997501	2941	557	70	1156.0	811.74	3.7277424	2.1115384	4
1322	2111111110	31787	737	1369223	35	753890	13480	2051	100431	1159.2	520.54	-8.40035	-3.1370025	8
1323	1111111111	45420	10813	79	200	631926	2267	83	762150	1164.9	993.01	-3.148695	-0.8824616	0
1325	100001000	114435	0	73	224	446283	2543	0	13	1160.3	780.21	2.1728802	4.4437346	4
1331	1111111101	504799	36	111	261	1850475	13371	113	33	1161.1	1171.7	5.1176643	0.19777146	14
1334	1111212001	265906	18796	65	54	327676	1143	0	50	1165.5	747.13	5.4971633	1.9062991	4
1339	1101111121	36280	238	6722	1230	262797	41	0	1702	1163.7	1917.5	-2.2249866	5.51498	1
1342	1111111101	59	2165	1897964	9	1742945	695	1830	107985	1167.4	454.35	-8.708803	-4.198392	8
1343	101111000	138375	12475	148	461	1412899	2278	540	364074	1166.4	1034.4	3.929552	-1.5952199	13
1347	2001212001	166484	26337	315	10	1135517	4780	42	84	1168.6	716.31	4.5994244	-0.51867193	15
1361	2212211101	77585	78	0	529	438719	259889	0	584	1178.4	1723.8	4.0869045	1.0364544	4
1369	1111211101	295023	126	411	186	557369	2244	182	252	1181.9	885.78	5.7045918	1.5616225	4
1372	1111001000	40363	42	0	114	367007	3775	0	236104	1181.6	972.66	-3.3802025	2.5661495	2
1374	120011200	84008	89	128	140	508415	14521	158	107	1181.3	808.35	2.2007518	3.1838114	4
1379	1122111211	5604	5470	52391	120	139526	224	0	9600	1179.4	1953.2	-2.8492272	5.5244937	1
1381	1101111120	73250	4917	0	259	370651	797	0	315	1183.6	1832.8	0.5093047	5.353213	-1
1384	22211201	125632	20159	0	1134	631379	521	0	336	1188.9	1435.1	3.7122097	2.4058716	4
1386	110001000	155265	105	0	32	517429	9742	0	192	1185.1	773.95	3.2497942	3.0291362	4
1391	1000	300304	1873	38	159	724535	4521	41	234	1194.4	1198.1	5.316111	1.3121526	4
1392	1111111111	32863	8759	976	179	495273	365	0	419556	1188.7	1400.9	-3.3896565	0.5820952	0
1393	1212211101	223680	2932	0	840	837284	21090	70	198	1195.6	1704.6	5.1399612	1.5040435	4
1396	1111111111	11898	16	16	20	57389	71	10415	343622	1188.1	45.827	-4.7042885	1.3384418	0
1400	1000	150259	28	0	80	345429	6870	0	58	1193.8	1592.7	4.000839	3.751375	4
1403	1101111121	73510	694	0	132	513513	696	0	101	1193.5	1856.2	1.1119868	5.8792615	5
1406	2212211101	21206	89	134536	343	340587	214	0	10847	1195.1	1785.4	-1.479115	6.9347496	10
1410	1111111111	2158	0	0	0	220240	28	0	106080	1197.0	1384.1	-4.0888042	3.4335706	2
1418	1111111100	6051	51	0	16	155522	220	5778	139353	1192.6	995.02	-4.2107067	3.1371288	2
1419	1111111111	136250	931	45	265	448522	940	0	617917	1198.5	1057.0	-3.0340085	0.45485193	0
1420	2212211101	280842	9435	112	205	1049974	6620	0	1309	1199.4	1655.3	4.951286	0.44401264	14
1422	2111111101	10522	0	729063	56	206704	8214	62	11550	1197.1	387.23	-8.200466	-2.0249612	8
1433	2212211101	258878	5051	596	469	1148654	523	0	4218	1206.3	1624.6	4.791406	0.21062486	14
1434	1101111121	134075	1659	64309	23	250162	76	0	46	1203.9	1939.2	1.3064673	3.7446895	4
1435	22211201	113442	73	699	68	304057	938	0	1367	1200.8	1108.0	1.4500248	4.064432	4
1439	1111111000	58513	100	365	88	395933	698	0	428854	1206.9	1010.2	-3.6967616	0.81756455	0
1440	1122111101	20864	444	150794	449	193284	367	0	33	1205.9	1977.6	-2.6135614	5.4965615	1
1442	1111111000	9770	5381	518525	103	356599	1545	50	108163	1211.2	367.34	-7.850202	-1.8771926	8
1445	1111111100	68380	90	23	80	466142	387	0	257655	1208.7	975.55	-3.0195513	2.4353561	2
1454	110111000	306824	592	183	4540	503994	381	60	211030	1213.9	1138.3	5.6558414	2.4786575	4
1455	2212211101	212054	19	0	152	2219582	13927	217	25809	1217.1	1682.4	5.5408797	-2.0122275	9
1458	2111001000	59500	1106	1291765	31	246858	20445	218	56663	1213.6	437.02	-8.522253	-3.0416524	8
1461	2110011000	886	1729	837746	0	591366	36	705	24032	1212.6	526.88	-8.275023	-2.537462	8
1465	1111111313	33601	1208	2342362	309	1244232	3373	1354	54142	1219.6	516.06	-8.838334	-4.3681207	8
1472	1000	64032	73	29016	338	381400	751	0	8823	1221.7	1536.5	-0.26064193	5.367334	7
1473	2212211101	179609	11835	0	191	370870	226	0	103	1221.5	1568.8	4.420147	3.3016176	4
1477	1101111121	36229	5904	0	353	289224	115	0	16872	1221.6	1805.6	-1.2248836	6.627306	10
1479	1111111111	238867	1460	111	24	390305	8631	0	51292	1220.1	1081.4	5.702809	2.5293453	4
1486	1211001	87582	18	84408	9	542608	357	0	6817	1226.5	572.57	1.590411	5.650883	5
1494	111111111	312802	5399	287	719	1129470	85446	14	61762	1230.0	1331.5	4.281628	1.2090358	4
1495	1111111000	142928	19627	5	94	126386	177	0	37	1225.0	1599.8	3.4190214	4.061646	4
1497	1122212221	310196	125	82	110	343459	396	0	258	1228.0	895.49	5.91838	1.6495192	4
1499	2212211101	1493	0	0	0	360058	38	0	113540	1230.3	1642.9	-3.8696702	3.4808273	2
1506	110001000	137345	121	425	45	449505	11081	8	455	1234.1	668.49	2.926379	3.2755256	4
1508	110001000	29712	6	0	82	231340	311	6651	44	1232.1	712.09	-2.2891293	5.5392036	1
1509	1111011100	130401	50	16	98	218003	1283	0	55983	1224.8	1008.1	1.2090861	3.7947776	4
1512	1110111111	167093	134	0	58	401701	5472	0	951	1231.9	1163.1	4.082346	3.6378238	4
1513	1111111111	256484	140	44	271	778035	3939	0	401841	1232.3	978.07	-2.2156186	2.0731401	4
1515	1111111000	20207	40	388399	19	288027	397	19	616173	1238.4	421.81	-4.308805	0.07693663	0
1516	1101111121	18587	111	0	318	400341	2274	0	105	1234.0	1827.0	-1.1795092	6.915331	10
1520	2212211101	41645	49	0	106	417022	1185	0	41754	1236.3	1756.9	-0.9426814	6.361295	10
1522	1111111111	3311	353	241538	125	233620	555	0	476818	1242.0	444.66	-4.4700603	0.4392062	0
1528	2110001000	113052	269	1641173	192	269302	22588	313	5263	1240.8	534.91	-8.538987	-3.197231	8
1531	1000	334214	131	82	132	450977	7631	111	5634	1243.5	1151.1	5.866668	1.3715751	4
1532	1111111000	246550	22678	6801	671	329666	1009	3858	1693	1246.0	1586.2	5.397883	1.9458315	4
1534	1111111111	228877	7622	794	302	586079	5121	275	1609	1249.8	1014.5	5.085617	1.7976888	4
1535	2212211101	1156	21	0	214	383360	305	0	276911	1245.6	1693.3	-4.1125536	1.1460667	0
1536	1101111000	15096	696	0	228	278976	0	0	67373	1245.4	1779.4	-3.9268537	3.6592424	2
1539	1111111010	113229	4328	0	290	226771	3652	0	12930	1244.7	919.33	1.3654082	3.93819	4
1540	2202211201	172849	19142	174	120	317749	21865	0	60499	1247.4	941.65	3.0598958	2.193273	4
1545	2212211101	78893	1009	0	216	660098	298	0	9844	1249.4	1726.9	1.7011523	6.345292	12
1546	1111111110	13254	2243	834012	116	399182	521	0	590148	1249.2	468.67	-4.7794456	0.2026305	0
1547	1100011000	124203	128	0	103	219040	26540	0	6527	1244.5	1179.8	2.4338517	2.6559622	4
1551	2202211001	40145	57	37	59	199282	617	5	68	1247.5	871.53	-2.1061566	5.1209946	1
1553	2212211101	29973	1214	73	385	204534	163	0	12499	1252.2	1616.2	-2.2897117	5.4508195	1
1556	2001202001	137039	184	160339	21712	1121455	2702	0	4306	1254.6	558.58	2.9578621	-0.15923603	13
1560	1111111100	679	13	71	0	70814	44	52250	454197	1250.6	71.711	-4.1345806	0.2553206	0
1561	1111111111	235297	3291	85	90	685097	529	0	4665	1250.6	973.75	5.03375	1.7758973	4
1566	1111111110	1588	6	914868	338	288783	7609	0	187619	1254.2	1519.8	-7.8257236	-2.5282018	8
1568	1000	125989	311	18	51	241387	93	1	14944	1256.1	895.96	1.194248	3.6601388	4
1570	1111111000	165	58	0	129	187203	169353	0	7679	1254.1	1478.1	4.0571814	1.0639007	4
1574	1110011001	198768	1899	0	54	276767	58506	0	179	1257.4	1329.7	3.8731518	1.5090042	-1
1575	1101101000	81519	0	0	164	413103	3948	2419	20745	1258.7	1759.2	1.1930753	4.9072466	4
1576	1101111000	28112	401	0	170	248294	4283	0	0	1253.1	1834.4	-2.1188753	5.3627973	1
1578	1121111111	53403	5468	5462784	747	459745	2346	451	16489	1263.3	1546.8	-8.90572	-4.695765	8
1593	22211201	178291	594	0	156	250369	257	0	66	1265.0	1076.8	4.628912	3.9541202	4
1595	1111111111	240743	6509	0	139	347954	5607	186	83129	1271.7	1154.8	5.5643353	2.6816413	4
1596	1111111101	146019	72221	283	181	551040	1137	0	10859	1272.8	1437.8	4.609575	-0.56337947	15
1600	2001200	267194	21720	116	188	416744	671	0	778634	1274.4	930.57	-2.8181305	0.8710086	6
1601	2212211101	5082	0	0	145	427155	1063	169	108665	1269.1	1704.3	-3.8650212	3.4718874	2
1605	1111111111	147	36	186712	269	262607	457	1	415389	1271.3	455.79	-4.4673533	0.5926037	0
1606	100001000	92711	321	62105	217	498617	6981	0	1498	1279.3	631.8	1.8960168	5.1137567	5
1608	2212211101	12870	898	22	136	203893	444	3645	147646	1270.5	1647.3	-4.183218	3.1716056	2
1613	1111211100	48389	2297	979524	23	218539	607	352	84358	1271.2	481.95	-8.293688	-2.3333046	8
1614	1111111100	260854	16856	1	359	446819	7025	0	322	1275.4	1394.8	5.4252095	1.6776944	4
1615	1000	32469	0	0	319	267935	48723	0	105112	1268.8	1472.0	-3.1042023	1.4067997	0
1618	2212211101	69744	39	0	213	502498	734	0	12615	1276.3	1605.4	0.83108914	5.9241934	16
1627	1111111111	14948	37	70089	8223	344866	529	83	639034	1277.2	1505.0	-3.5522058	-0.5028845	0
1631	1000	277895	467	62	52	324813	7188	0	18286	1281.1	892.37	5.919013	2.1170692	4
1634	2212211101	74390	323	0	131	1083683	61	38	81449	1281.4	1724.1	2.8102899	-0.54340965	13
1638	2212211101	25886	0	0	41	334080	114	0	153464	1282.3	1688.5	-3.9163508	3.2622595	2
1641	2212211101	43813	123	0	304	379788	149	63310	2869	1286.2	1635.3	-1.1351626	6.596553	10
1642	1101111121	6588	460	0	47	238461	50	17034	83406	1279.4	1754.5	-3.9549203	3.5976236	2
